,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,Amir Yahalom,,45,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,CM,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,0,0,0,0,8,3,0,0,2,0,3,1,2,7,1,3,0,90.91,0,1,72.73,,100,0,0,0,0,0,0,0,0,0,0,,3,0,1,1,6,8,5,0,1,10,9,52.63,84.21,43.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NE Revolution U19,
,,0,Andreas Garcia,,33,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,LW,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,100,,,0,0,0,0,0,0,0,0,0,0,,3,2,0,0,2,2,1,1,3,5,4,55.56,44.44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NE Revolution U19,
,,0,Andreas Garcia,,12,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,LWB,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,2,0,0,2,2,50,75,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NE Revolution U19,
,,0,Ben Hanas,,45,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,GK,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,6,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,3,,2,NE Revolution U19,
,,0,Dylan Furlonge,,33,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,RB,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,50,0,0,100,,,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,0,0,1,2,33.33,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NE Revolution U19,
,,0,Dylan Furlonge,,12,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,RWB,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,2,0,0,33.33,0,0,100,,100,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NE Revolution U19,
,,0,Henry Wasserman,,45,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,RCB,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,2,0,0,0,2,2,0,0,0,1,3,1,3,2,4,0,1,28.57,0,0,50,,0,0,0,0,0,0,0,0,0,0,0,,7,0,1,1,10,0,5,0,0,18,1,94.74,63.16,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NE Revolution U19,
,,0,Jinsei Murakawa,,45,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,LCB,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,2,3,1,0,0,75,1,0,100,,,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,10,2,6,0,0,13,2,86.67,80,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NE Revolution U19,
,,0,Joseph Perotta,,12,Boston Bolts U19,Boston Bolts U19 vs. NE Revolution U19 2023-09-16,CM,9/16/2023 12:00:00 AM,Round 0916,9/16/2023 12:00:00 AM,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,100,0,0,100,,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,0,1,1,2,33.33,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NE Revolution U19,
