Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
NEFC,Normal,Goal Inside Post,2,43,8,40,-,-,10/19/2024,Boston Bolts U14 NALB,02:41
Boston Bolts U14 NALB,First Time,Shot,2,43,83,56,-,-,10/19/2024,Boston Bolts U14 NALB,05:37
Boston Bolts U14 NALB,Header,Shot,2,43,94,39,-,-,10/19/2024,Boston Bolts U14 NALB,09:32
Boston Bolts U14 NALB,Volley,SOT,2,43,88,29,-,-,10/19/2024,Boston Bolts U14 NALB,16:54
Boston Bolts U14 NALB,Volley,Shot,2,43,90,44,-,-,10/19/2024,Boston Bolts U14 NALB,18:55
NEFC,Normal,Blocked,2,43,5,26,-,-,10/19/2024,Boston Bolts U14 NALB,19:41
Boston Bolts U14 NALB,Normal,Shot,2,43,85,37,-,-,10/19/2024,Boston Bolts U14 NALB,23:08
Boston Bolts U14 NALB,First Time,Shot,2,43,83,52,-,-,10/19/2024,Boston Bolts U14 NALB,23:38
Boston Bolts U14 NALB,Header,Shot,2,43,87,51,-,-,10/19/2024,Boston Bolts U14 NALB,29:20
NEFC,Volley,Shot,2,43,16,44,-,-,10/19/2024,Boston Bolts U14 NALB,32:36
Boston Bolts U14 NALB,Normal,Shot,2,43,80,47,-,-,10/19/2024,Boston Bolts U14 NALB,37:17
Boston Bolts U14 NALB,Normal,Goal,2,43,16,37,-,-,10/19/2024,Boston Bolts U14 NALB,42:16
NEFC,First Time,Shot,2,43,83,71,-,-,10/19/2024,Boston Bolts U14 NALB,46:12
Boston Bolts U14 NALB,Normal,Shot,2,43,16,58,-,-,10/19/2024,Boston Bolts U14 NALB,46:42
Boston Bolts U14 NALB,Normal,Goal,2,43,16,43,-,-,10/19/2024,Boston Bolts U14 NALB,47:14
Boston Bolts U14 NALB,Normal,Shot,2,43,21,32,-,-,10/19/2024,Boston Bolts U14 NALB,49:28
NEFC,Normal,SOT,2,43,92,67,-,-,10/19/2024,Boston Bolts U14 NALB,51:00
Boston Bolts U14 NALB,Normal,Blocked,2,43,21,43,-,-,10/19/2024,Boston Bolts U14 NALB,54:43
Boston Bolts U14 NALB,First Time,Shot,2,43,18,43,-,-,10/19/2024,Boston Bolts U14 NALB,57:59
Boston Bolts U14 NALB,Normal,Shot,2,43,3,36,-,-,10/19/2024,Boston Bolts U14 NALB,60:06
NEFC,Normal,Blocked,2,43,82,44,-,-,10/19/2024,Boston Bolts U14 NALB,64:15
Boston Bolts U14 NALB,Penalty,Goal,2,43,11,51,-,-,10/19/2024,Boston Bolts U14 NALB,66:42
Boston Bolts U14 NALB,First Time,Blocked,2,43,21,63,-,-,10/19/2024,Boston Bolts U14 NALB,71:11
NEFC,Normal,SOT,2,43,90,71,-,-,10/19/2024,Boston Bolts U14 NALB,77:44
NEFC,Normal,SOT Inside Post,2,43,90,40,-,-,10/19/2024,Boston Bolts U14 NALB,78:06
NEFC,First Time,Shot,2,43,98,58,-,-,10/19/2024,Boston Bolts U14 NALB,78:08
