Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Cedar Stars,1 on 1,SOT,48,45,92,55,-,-,11/16/2024,Boston Bolts U13 MLS Next,01:20
Cedar Stars,First Time,SOT,48,45,95,54,-,-,11/16/2024,Boston Bolts U13 MLS Next,01:21
Boston Bolts U13 MLS Next,First Time,Shot,48,45,25,49,-,-,11/16/2024,Boston Bolts U13 MLS Next,16:27
Boston Bolts U13 MLS Next,First Time,Shot,48,45,20,60,-,-,11/16/2024,Boston Bolts U13 MLS Next,17:05
Cedar Stars,1 on 1,Goal Inside Post,48,45,90,44,-,-,11/16/2024,Boston Bolts U13 MLS Next,23:40
Cedar Stars,First Time,Goal Inside Post,48,45,92,45,-,-,11/16/2024,Boston Bolts U13 MLS Next,29:17
Cedar Stars,Volley,Blocked,48,45,93,53,-,-,11/16/2024,Boston Bolts U13 MLS Next,33:59
Boston Bolts U13 MLS Next,Normal,Shot,48,45,84,36,-,-,11/16/2024,Boston Bolts U13 MLS Next,38:16
Cedar Stars,Volley,Shot,48,45,9,53,-,-,11/16/2024,Boston Bolts U13 MLS Next,49:26
Cedar Stars,First Time,Shot,48,45,12,58,-,-,11/16/2024,Boston Bolts U13 MLS Next,49:55
Cedar Stars,First Time,Shot,48,45,15,45,-,-,11/16/2024,Boston Bolts U13 MLS Next,56:41
Cedar Stars,Header,Goal Inside Post,48,45,7,42,-,-,11/16/2024,Boston Bolts U13 MLS Next,57:09
Cedar Stars,Volley,Shot,48,45,11,64,-,-,11/16/2024,Boston Bolts U13 MLS Next,61:33
Cedar Stars,Volley,SOT,48,45,17,33,-,-,11/16/2024,Boston Bolts U13 MLS Next,63:03
Boston Bolts U13 MLS Next,Normal,SOT,48,45,93,33,-,-,11/16/2024,Boston Bolts U13 MLS Next,65:31
Cedar Stars,First Time,Shot,48,45,12,57,-,-,11/16/2024,Boston Bolts U13 MLS Next,67:26
Boston Bolts U13 MLS Next,First Time,Shot,48,45,70,65,-,-,11/16/2024,Boston Bolts U13 MLS Next,70:08
