Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U14 NALSS,First Time,Shot,0,32,15,34,-,-,9/28/2024,Boston Bolts U14 NALSS,01:09
Boston Bolts U14 NALSS,FK,SOT Inside Post,0,32,16,51,-,-,9/28/2024,Boston Bolts U14 NALSS,09:33
Boston Bolts U14 NALSS,Normal,Blocked,0,32,21,47,-,-,9/28/2024,Boston Bolts U14 NALSS,10:25
Boston Bolts NAL,Volley,Shot,0,32,93,59,-,-,9/28/2024,Boston Bolts U14 NALSS,13:16
Boston Bolts NAL,Header,Shot,0,32,93,51,-,-,9/28/2024,Boston Bolts U14 NALSS,18:20
Boston Bolts NAL,First Time,Shot,0,32,88,44,-,-,9/28/2024,Boston Bolts U14 NALSS,18:37
Boston Bolts U14 NALSS,Normal,SOT,0,32,21,57,-,-,9/28/2024,Boston Bolts U14 NALSS,25:09
Boston Bolts U14 NALSS,Normal,SOT,0,32,11,61,-,-,9/28/2024,Boston Bolts U14 NALSS,27:51
Boston Bolts U14 NALSS,Normal,Goal,0,32,3,27,-,-,9/28/2024,Boston Bolts U14 NALSS,35:49
Boston Bolts U14 NALSS,Volley,Shot,0,32,10,49,-,-,9/28/2024,Boston Bolts U14 NALSS,38:18
Boston Bolts U14 NALSS,Volley,Goal,0,32,1,51,-,-,9/28/2024,Boston Bolts U14 NALSS,40:12
Boston Bolts U14 NALSS,1 on 1,SOT,0,32,73,30,-,-,9/28/2024,Boston Bolts U14 NALSS,41:12
Boston Bolts U14 NALSS,Volley,Shot,0,32,97,54,-,-,9/28/2024,Boston Bolts U14 NALSS,41:58
Boston Bolts U14 NALSS,Header,Shot,0,32,97,56,-,-,9/28/2024,Boston Bolts U14 NALSS,42:45
Boston Bolts U14 NALSS,FK,SOT,0,32,79,29,-,-,9/28/2024,Boston Bolts U14 NALSS,47:48
Boston Bolts U14 NALSS,First Time,Shot,0,32,94,54,-,-,9/28/2024,Boston Bolts U14 NALSS,48:47
Boston Bolts U14 NALSS,Normal,Goal,0,32,85,43,-,-,9/28/2024,Boston Bolts U14 NALSS,50:30
Boston Bolts U14 NALSS,Header,Goal,0,32,95,45,-,-,9/28/2024,Boston Bolts U14 NALSS,57:12
Boston Bolts U14 NALSS,First Time,Goal,0,32,95,52,-,-,9/28/2024,Boston Bolts U14 NALSS,64:18
Boston Bolts NAL,Normal,Shot,0,32,11,29,-,-,9/28/2024,Boston Bolts U14 NALSS,68:00
Boston Bolts U14 NALSS,1 on 1,Goal,0,32,88,49,-,-,9/28/2024,Boston Bolts U14 NALSS,68:43
Boston Bolts U14 NALSS,First Time,SOT,0,32,86,36,-,-,9/28/2024,Boston Bolts U14 NALSS,70:30
Boston Bolts U14 NALSS,First Time,SOT Far Post,0,32,93,39,-,-,9/28/2024,Boston Bolts U14 NALSS,75:40
Boston Bolts U14 NALSS,Normal,Shot,0,32,93,30,-,-,9/28/2024,Boston Bolts U14 NALSS,77:36
Boston Bolts U14 NALSS,Normal,Shot,0,32,86,42,-,-,9/28/2024,Boston Bolts U14 NALSS,78:49
Boston Bolts U14 NALSS,Volley,Shot,0,32,87,61,-,-,9/28/2024,Boston Bolts U14 NALSS,79:13
