Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U13 NALB,1 on 1,Shot,0,14,4,52,-,-,9/21/2024,Boston Bolts U13 NALB,04:17
Boston Bolts U13 NALB,First Time,Blocked,0,14,8,43,-,-,9/21/2024,Boston Bolts U13 NALB,04:56
Boston Bolts U13 NALB,First Time,Blocked,0,14,12,53,-,-,9/21/2024,Boston Bolts U13 NALB,23:17
Boston Bolts U13 NALB,First Time,Goal,0,14,4,45,-,-,9/21/2024,Boston Bolts U13 NALB,23:19
Seacoast of Bedford Seacoast United Bedford,Normal,Goal Far Post,0,14,94,56,-,-,9/21/2024,Boston Bolts U13 NALB,27:19
Seacoast of Bedford Seacoast United Bedford,Normal,SOT Inside Post,0,14,20,60,-,-,9/21/2024,Boston Bolts U13 NALB,35:59
Seacoast of Bedford Seacoast United Bedford,Normal,SOT,0,14,31,48,-,-,9/21/2024,Boston Bolts U13 NALB,41:56
Seacoast of Bedford Seacoast United Bedford,Volley,Shot,0,14,24,27,-,-,9/21/2024,Boston Bolts U13 NALB,42:31
Boston Bolts U13 NALB,Normal,Goal,0,14,97,35,-,-,9/21/2024,Boston Bolts U13 NALB,49:21
Boston Bolts U13 NALB,Normal,SOT,0,14,82,27,-,-,9/21/2024,Boston Bolts U13 NALB,50:26
Boston Bolts U13 NALB,Volley,SOT,0,14,89,27,-,-,9/21/2024,Boston Bolts U13 NALB,56:43
Seacoast of Bedford Seacoast United Bedford,Normal,Goal,0,14,18,24,-,-,9/21/2024,Boston Bolts U13 NALB,57:13
Seacoast of Bedford Seacoast United Bedford,Normal,Blocked,0,14,11,26,-,-,9/21/2024,Boston Bolts U13 NALB,57:51
Seacoast of Bedford Seacoast United Bedford,First Time,Shot,0,14,11,27,-,-,9/21/2024,Boston Bolts U13 NALB,65:20
Seacoast of Bedford Seacoast United Bedford,First Time,SOT,0,14,8,60,-,-,9/21/2024,Boston Bolts U13 NALB,66:05
Boston Bolts U13 NALB,Normal,Blocked,0,14,86,55,-,-,9/21/2024,Boston Bolts U13 NALB,69:56
Boston Bolts U13 NALB,Normal,Goal,0,14,90,38,-,-,9/21/2024,Boston Bolts U13 NALB,70:23
