Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Seacoast,Volley,Blocked,7,2,3,35,-,-,10/26/2024,Boston Bolts U14 NALSS,04:35
Boston Bolts U14 NALSS,Normal,Shot,7,10,79,62,-,-,10/26/2024,Boston Bolts U14 NALSS,09:45
Boston Bolts U14 NALSS,Normal,SOT,7,16,73,27,-,-,10/26/2024,Boston Bolts U14 NALSS,10:30
Seacoast,Normal,Shot,7,25,12,12,-,-,10/26/2024,Boston Bolts U14 NALSS,11:44
Boston Bolts U14 NALSS,First Time,Shot,7,38,88,67,-,-,10/26/2024,Boston Bolts U14 NALSS,12:58
Boston Bolts U14 NALSS,Normal,Shot,7,46,94,34,-,-,10/26/2024,Boston Bolts U14 NALSS,24:21
Boston Bolts U14 NALSS,FK,SOT,7,56,72,20,-,-,10/26/2024,Boston Bolts U14 NALSS,25:38
Boston Bolts U14 NALSS,First Time,Shot,8,5,95,42,-,-,10/26/2024,Boston Bolts U14 NALSS,28:18
Boston Bolts U14 NALSS,Volley,Shot,8,12,88,57,-,-,10/26/2024,Boston Bolts U14 NALSS,28:22
Boston Bolts U14 NALSS,Normal,Shot,8,19,71,46,-,-,10/26/2024,Boston Bolts U14 NALSS,29:46
Boston Bolts U14 NALSS,First Time,Goal,8,35,93,44,-,-,10/26/2024,Boston Bolts U14 NALSS,30:47
Seacoast,First Time,Goal,8,48,8,64,-,-,10/26/2024,Boston Bolts U14 NALSS,34:25
Boston Bolts U14 NALSS,Normal,SOT,9,3,89,32,-,-,10/26/2024,Boston Bolts U14 NALSS,36:00
Seacoast,Normal,SOT,9,20,7,69,-,-,10/26/2024,Boston Bolts U14 NALSS,37:07
Seacoast,First Time,Blocked,9,35,12,39,-,-,10/26/2024,Boston Bolts U14 NALSS,37:11
Boston Bolts U14 NALSS,First Time,Blocked,9,47,16,53,-,-,10/26/2024,Boston Bolts U14 NALSS,41:58
Boston Bolts U14 NALSS,First Time,Goal,9,55,13,62,-,-,10/26/2024,Boston Bolts U14 NALSS,42:03
Boston Bolts U14 NALSS,Header,SOT,10,7,6,54,-,-,10/26/2024,Boston Bolts U14 NALSS,44:11
Boston Bolts U14 NALSS,Normal,Goal,10,13,10,32,-,-,10/26/2024,Boston Bolts U14 NALSS,45:00
Boston Bolts U14 NALSS,First Time,SOT,10,20,25,49,-,-,10/26/2024,Boston Bolts U14 NALSS,51:39
Seacoast,Normal,Blocked,10,26,90,67,-,-,10/26/2024,Boston Bolts U14 NALSS,54:45
Seacoast,Penalty,Goal Inside Post,10,33,89,50,-,-,10/26/2024,Boston Bolts U14 NALSS,55:25
Boston Bolts U14 NALSS,First Time,SOT,10,43,18,45,-,-,10/26/2024,Boston Bolts U14 NALSS,57:43
Boston Bolts U14 NALSS,Normal,Goal,10,54,10,54,-,-,10/26/2024,Boston Bolts U14 NALSS,61:47
Boston Bolts U14 NALSS,First Time,Goal,11,6,5,55,-,-,10/26/2024,Boston Bolts U14 NALSS,63:18
Seacoast,Normal,SOT,11,13,73,68,-,-,10/26/2024,Boston Bolts U14 NALSS,65:43
Boston Bolts U14 NALSS,Normal,SOT,11,21,4,21,-,-,10/26/2024,Boston Bolts U14 NALSS,66:44
Seacoast,1 on 1,SOT,11,33,89,61,-,-,10/26/2024,Boston Bolts U14 NALSS,68:39
Seacoast,Normal,Shot,11,41,94,33,-,-,10/26/2024,Boston Bolts U14 NALSS,71:13
Boston Bolts U14 NALSS,Volley,SOT,11,48,7,29,-,-,10/26/2024,Boston Bolts U14 NALSS,74:59
Seacoast,Normal,Shot,11,53,71,72,-,-,10/26/2024,Boston Bolts U14 NALSS,76:08
Boston Bolts U14 NALSS,Volley,Blocked,12,1,11,39,-,-,10/26/2024,Boston Bolts U14 NALSS,79:52
Boston Bolts U14 NALSS,Volley,Blocked,12,4,14,49,-,-,10/26/2024,Boston Bolts U14 NALSS,79:55
