Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
New York Elite Alleycats FC,First Time,SOT,6,39,22,54,-,-,10/27/2024,Boston Bolts U13 NALB,01:40
Boston Bolts U13 NALB,Volley,Shot,6,39,91,69,-,-,10/27/2024,Boston Bolts U13 NALB,02:49
New York Elite Alleycats FC,Volley,Goal Inside Post,6,39,3,44,-,-,10/27/2024,Boston Bolts U13 NALB,08:25
New York Elite Alleycats FC,Header,Shot,6,39,7,55,-,-,10/27/2024,Boston Bolts U13 NALB,12:15
New York Elite Alleycats FC,FK,SOT,6,39,31,69,-,-,10/27/2024,Boston Bolts U13 NALB,13:56
New York Elite Alleycats FC,Volley,Goal Far Post,6,39,6,37,-,-,10/27/2024,Boston Bolts U13 NALB,15:52
New York Elite Alleycats FC,First Time,Blocked,6,39,31,35,-,-,10/27/2024,Boston Bolts U13 NALB,16:55
New York Elite Alleycats FC,Volley,Shot,6,39,7,59,-,-,10/27/2024,Boston Bolts U13 NALB,21:33
Boston Bolts U13 NALB,Normal,Goal,6,39,82,66,-,-,10/27/2024,Boston Bolts U13 NALB,28:49
Boston Bolts U13 NALB,First Time,Shot,6,39,68,28,-,-,10/27/2024,Boston Bolts U13 NALB,31:46
New York Elite Alleycats FC,Normal,SOT Far Post,6,39,80,64,-,-,10/27/2024,Boston Bolts U13 NALB,38:10
New York Elite Alleycats FC,FK,Shot,6,39,84,29,-,-,10/27/2024,Boston Bolts U13 NALB,39:56
New York Elite Alleycats FC,First Time,Shot,6,39,85,26,-,-,10/27/2024,Boston Bolts U13 NALB,43:26
New York Elite Alleycats FC,FK,Shot,6,39,78,43,-,-,10/27/2024,Boston Bolts U13 NALB,50:40
New York Elite Alleycats FC,Normal,SOT Inside Post,6,39,84,50,-,-,10/27/2024,Boston Bolts U13 NALB,54:19
New York Elite Alleycats FC,First Time,Goal,6,39,96,50,-,-,10/27/2024,Boston Bolts U13 NALB,58:33
Boston Bolts U13 NALB,1 on 1,SOT,6,39,8,39,-,-,10/27/2024,Boston Bolts U13 NALB,60:29
Boston Bolts U13 NALB,Volley,Goal,6,39,13,23,-,-,10/27/2024,Boston Bolts U13 NALB,60:35
New York Elite Alleycats FC,Volley,Shot,6,39,95,61,-,-,10/27/2024,Boston Bolts U13 NALB,69:21
