Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U17 MLS Next,Normal,Shot,55,16,16,35,-,-,11/23/2024,Boston Bolts U17 MLS Next,09:44
Oakwood,First Time,SOT,55,26,91,69,-,-,11/23/2024,Boston Bolts U17 MLS Next,10:28
Boston Bolts U17 MLS Next,First Time,Blocked,55,35,10,57,-,-,11/23/2024,Boston Bolts U17 MLS Next,11:53
Boston Bolts U17 MLS Next,Normal,Shot,55,42,18,68,-,-,11/23/2024,Boston Bolts U17 MLS Next,19:26
Oakwood,Header,SOT,55,48,91,44,-,-,11/23/2024,Boston Bolts U17 MLS Next,20:47
Oakwood,Normal,Blocked,56,17,94,32,-,-,11/23/2024,Boston Bolts U17 MLS Next,35:02
Boston Bolts U17 MLS Next,Normal,SOT,56,23,14,50,-,-,11/23/2024,Boston Bolts U17 MLS Next,36:32
Oakwood,Normal,SOT,56,34,90,68,-,-,11/23/2024,Boston Bolts U17 MLS Next,37:03
Boston Bolts U17 MLS Next,Penalty,Goal,56,40,11,51,-,-,11/23/2024,Boston Bolts U17 MLS Next,40:54
Oakwood,Normal,Blocked,56,47,10,40,-,-,11/23/2024,Boston Bolts U17 MLS Next,54:42
Oakwood,Volley,Shot,56,57,7,41,-,-,11/23/2024,Boston Bolts U17 MLS Next,57:36
Oakwood,Volley,Shot,57,6,16,46,-,-,11/23/2024,Boston Bolts U17 MLS Next,61:03
Boston Bolts U17 MLS Next,First Time,Goal,57,12,96,64,-,-,11/23/2024,Boston Bolts U17 MLS Next,65:43
Boston Bolts U17 MLS Next,First Time,SOT,57,19,88,39,-,-,11/23/2024,Boston Bolts U17 MLS Next,67:11
Boston Bolts U17 MLS Next,First Time,Goal,57,24,96,42,-,-,11/23/2024,Boston Bolts U17 MLS Next,67:12
Boston Bolts U17 MLS Next,Normal,SOT,57,31,80,39,-,-,11/23/2024,Boston Bolts U17 MLS Next,69:42
Oakwood,Volley,SOT,57,44,10,39,-,-,11/23/2024,Boston Bolts U17 MLS Next,71:15
Boston Bolts U17 MLS Next,Normal,SOT,57,52,85,28,-,-,11/23/2024,Boston Bolts U17 MLS Next,72:06
Oakwood,FK,Shot,58,0,25,38,-,-,11/23/2024,Boston Bolts U17 MLS Next,78:04
Boston Bolts U17 MLS Next,Normal,Shot,58,5,88,32,-,-,11/23/2024,Boston Bolts U17 MLS Next,78:33
Boston Bolts U17 MLS Next,Normal,SOT,58,5,99,30,-,-,11/23/2024,Boston Bolts U17 MLS Next,80:19
Oakwood,Normal,Blocked,58,5,10,89,-,-,11/23/2024,Boston Bolts U17 MLS Next,81:03
Boston Bolts U17 MLS Next,Normal,Shot,58,5,72,61,-,-,11/23/2024,Boston Bolts U17 MLS Next,81:49
Oakwood,First Time,Blocked,58,5,13,42,-,-,11/23/2024,Boston Bolts U17 MLS Next,83:36
Oakwood,Normal,Shot,58,5,10,36,-,-,11/23/2024,Boston Bolts U17 MLS Next,85:26
Boston Bolts U17 MLS Next,1 on 1,Goal,58,5,91,42,-,-,11/23/2024,Boston Bolts U17 MLS Next,90:42
