Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Bayside,1 on 1,SOT Inside Post,0,21,7,57,-,-,11/09/2024,Boston Bolts U19 MLS Next,13:08
Bayside,Normal,Blocked,0,21,8,67,-,-,11/09/2024,Boston Bolts U19 MLS Next,13:55
Boston Bolts U19 MLS Next,Header,SOT,0,21,87,50,-,-,11/09/2024,Boston Bolts U19 MLS Next,16:24
Bayside,Normal,Goal Inside Post,0,21,18,52,-,-,11/09/2024,Boston Bolts U19 MLS Next,17:51
Boston Bolts U19 MLS Next,Volley,Shot,0,21,83,50,-,-,11/09/2024,Boston Bolts U19 MLS Next,22:07
Bayside,Normal,Blocked,0,21,27,62,-,-,11/09/2024,Boston Bolts U19 MLS Next,23:01
Boston Bolts U19 MLS Next,Normal,Goal,0,21,89,38,-,-,11/09/2024,Boston Bolts U19 MLS Next,23:02
Bayside,Header,Blocked,0,21,7,51,-,-,11/09/2024,Boston Bolts U19 MLS Next,26:06
Boston Bolts U19 MLS Next,Normal,Blocked,0,21,80,39,-,-,11/09/2024,Boston Bolts U19 MLS Next,30:34
Boston Bolts U19 MLS Next,Normal,SOT,0,21,77,29,-,-,11/09/2024,Boston Bolts U19 MLS Next,32:03
Bayside,Volley,SOT,0,21,7,41,-,-,11/09/2024,Boston Bolts U19 MLS Next,35:29
Bayside,Volley,Shot,0,21,9,33,-,-,11/09/2024,Boston Bolts U19 MLS Next,38:49
Boston Bolts U19 MLS Next,Volley,Shot,0,21,96,43,-,-,11/09/2024,Boston Bolts U19 MLS Next,39:45
Boston Bolts U19 MLS Next,Volley,Shot,0,21,90,55,-,-,11/09/2024,Boston Bolts U19 MLS Next,41:50
Bayside,First Time,Shot,0,21,19,62,-,-,11/09/2024,Boston Bolts U19 MLS Next,41:52
Boston Bolts U19 MLS Next,Normal,Shot,0,21,20,63,-,-,11/09/2024,Boston Bolts U19 MLS Next,46:11
Boston Bolts U19 MLS Next,Header,Shot,0,21,5,44,-,-,11/09/2024,Boston Bolts U19 MLS Next,47:18
Boston Bolts U19 MLS Next,First Time,Goal,0,21,2,44,-,-,11/09/2024,Boston Bolts U19 MLS Next,55:38
Bayside,Normal,Blocked,0,21,85,46,-,-,11/09/2024,Boston Bolts U19 MLS Next,55:42
Boston Bolts U19 MLS Next,Normal,Blocked,0,21,19,64,-,-,11/09/2024,Boston Bolts U19 MLS Next,60:34
Bayside,Normal,SOT,0,21,73,42,-,-,11/09/2024,Boston Bolts U19 MLS Next,62:39
Boston Bolts U19 MLS Next,Normal,Blocked,0,21,22,55,-,-,11/09/2024,Boston Bolts U19 MLS Next,64:25
Bayside,FK,Blocked,0,21,77,62,-,-,11/09/2024,Boston Bolts U19 MLS Next,71:47
Bayside,Volley,Shot,0,21,84,58,-,-,11/09/2024,Boston Bolts U19 MLS Next,71:48
Boston Bolts U19 MLS Next,Penalty,Goal,0,21,11,50,-,-,11/09/2024,Boston Bolts U19 MLS Next,76:20
Boston Bolts U19 MLS Next,Normal,Goal,0,21,17,36,-,-,11/09/2024,Boston Bolts U19 MLS Next,80:20
Boston Bolts U19 MLS Next,Volley,Shot,0,21,6,69,-,-,11/09/2024,Boston Bolts U19 MLS Next,83:12
Boston Bolts U19 MLS Next,First Time,Goal,0,21,5,38,-,-,11/09/2024,Boston Bolts U19 MLS Next,85:50
Boston Bolts U19 MLS Next,Normal,Goal,0,21,21,57,-,-,11/09/2024,Boston Bolts U19 MLS Next,90:06
