Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U17 MLS Next,Normal,Blocked,0,0,10,69,-,-,10/20/2024,Boston Bolts U17 MLS Next,03:10
Boston Bolts U17 MLS Next,Normal,SOT,0,0,21,29,-,-,10/20/2024,Boston Bolts U17 MLS Next,03:39
Boston Bolts U17 MLS Next,Header,Shot,0,0,9,58,-,-,10/20/2024,Boston Bolts U17 MLS Next,07:59
Boston Bolts U17 MLS Next,Normal,SOT,0,0,19,31,-,-,10/20/2024,Boston Bolts U17 MLS Next,13:09
Boston Bolts U17 MLS Next,Normal,Shot,0,11,15,32,-,-,10/20/2024,Boston Bolts U17 MLS Next,20:44
Westchester,First Time,SOT,0,11,86,45,-,-,10/20/2024,Boston Bolts U17 MLS Next,22:27
Boston Bolts U17 MLS Next,Normal,Shot,0,11,22,54,-,-,10/20/2024,Boston Bolts U17 MLS Next,29:57
Westchester,Normal,SOT,0,11,75,67,-,-,10/20/2024,Boston Bolts U17 MLS Next,32:47
Westchester,Penalty,Goal,0,11,89,50,-,-,10/20/2024,Boston Bolts U17 MLS Next,36:58
Boston Bolts U17 MLS Next,Volley,SOT,0,11,8,33,-,-,10/20/2024,Boston Bolts U17 MLS Next,38:29
Boston Bolts U17 MLS Next,Normal,SOT,0,11,15,34,-,-,10/20/2024,Boston Bolts U17 MLS Next,38:31
Boston Bolts U17 MLS Next,Normal,Blocked,0,11,78,52,-,-,10/20/2024,Boston Bolts U17 MLS Next,56:13
Boston Bolts U17 MLS Next,Normal,Shot,0,11,89,2,-,-,10/20/2024,Boston Bolts U17 MLS Next,65:17
Boston Bolts U17 MLS Next,First Time,Shot,0,11,94,29,-,-,10/20/2024,Boston Bolts U17 MLS Next,67:45
Boston Bolts U17 MLS Next,Normal,SOT,0,11,81,58,-,-,10/20/2024,Boston Bolts U17 MLS Next,74:20
Boston Bolts U17 MLS Next,Volley,Blocked,0,11,87,60,-,-,10/20/2024,Boston Bolts U17 MLS Next,76:15
Boston Bolts U17 MLS Next,Normal,SOT,0,11,97,35,-,-,10/20/2024,Boston Bolts U17 MLS Next,77:37
Boston Bolts U17 MLS Next,First Time,Shot,0,11,89,38,-,-,10/20/2024,Boston Bolts U17 MLS Next,77:43
Westchester,First Time,SOT,0,11,8,45,-,-,10/20/2024,Boston Bolts U17 MLS Next,79:39
Boston Bolts U17 MLS Next,Normal,SOT,0,11,77,37,-,-,10/20/2024,Boston Bolts U17 MLS Next,84:55
Boston Bolts U17 MLS Next,Header,SOT,0,11,96,57,-,-,10/20/2024,Boston Bolts U17 MLS Next,85:44
Boston Bolts U17 MLS Next,First Time,Goal,0,11,94,44,-,-,10/20/2024,Boston Bolts U17 MLS Next,87:39
Boston Bolts U17 MLS Next,First Time,SOT,0,11,92,51,-,-,10/20/2024,Boston Bolts U17 MLS Next,90:50
Boston Bolts U17 MLS Next,Volley,Shot,0,11,82,47,-,-,10/20/2024,Boston Bolts U17 MLS Next,91:59
Boston Bolts U17 MLS Next,FK,SOT,0,11,77,29,-,-,10/20/2024,Boston Bolts U17 MLS Next,93:49
