Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
New York City FC,First Time,Blocked,5,20,88,37,-,-,10/19/2024,Boston Bolts U15 MLS Next,00:57
Boston Bolts U15 MLS Next,Normal,Blocked,5,20,10,29,-,-,10/19/2024,Boston Bolts U15 MLS Next,06:36
New York City FC,Normal,SOT Far Post,5,20,84,65,-,-,10/19/2024,Boston Bolts U15 MLS Next,12:35
New York City FC,First Time,SOT,5,20,90,62,-,-,10/19/2024,Boston Bolts U15 MLS Next,13:51
New York City FC,FK,Shot,5,20,79,62,-,-,10/19/2024,Boston Bolts U15 MLS Next,17:17
New York City FC,FK,Shot,5,20,82,33,-,-,10/19/2024,Boston Bolts U15 MLS Next,20:08
New York City FC,Volley,Shot,5,20,90,48,-,-,10/19/2024,Boston Bolts U15 MLS Next,21:33
New York City FC,Normal,Blocked,5,20,90,32,-,-,10/19/2024,Boston Bolts U15 MLS Next,24:18
New York City FC,First Time,SOT,5,20,92,45,-,-,10/19/2024,Boston Bolts U15 MLS Next,25:38
New York City FC,First Time,Shot,5,20,94,59,-,-,10/19/2024,Boston Bolts U15 MLS Next,25:42
New York City FC,Normal,Shot,5,20,75,35,-,-,10/19/2024,Boston Bolts U15 MLS Next,32:03
New York City FC,Normal,Goal Far Post,5,20,8,67,-,-,10/19/2024,Boston Bolts U15 MLS Next,46:29
New York City FC,Normal,SOT,5,20,4,67,-,-,10/19/2024,Boston Bolts U15 MLS Next,51:24
New York City FC,Normal,Goal Inside Post,5,20,9,40,-,-,10/19/2024,Boston Bolts U15 MLS Next,53:23
Boston Bolts U15 MLS Next,Volley,Goal,5,20,82,40,-,-,10/19/2024,Boston Bolts U15 MLS Next,55:53
Boston Bolts U15 MLS Next,Volley,Blocked,5,20,70,46,-,-,10/19/2024,Boston Bolts U15 MLS Next,62:07
New York City FC,Header,SOT,5,20,5,59,-,-,10/19/2024,Boston Bolts U15 MLS Next,64:43
New York City FC,Normal,Shot,5,20,10,44,-,-,10/19/2024,Boston Bolts U15 MLS Next,66:46
Boston Bolts U15 MLS Next,Normal,SOT,5,20,94,69,-,-,10/19/2024,Boston Bolts U15 MLS Next,67:19
New York City FC,Normal,Shot,5,20,3,67,-,-,10/19/2024,Boston Bolts U15 MLS Next,70:16
New York City FC,Normal,Shot,5,20,11,27,-,-,10/19/2024,Boston Bolts U15 MLS Next,73:16
Boston Bolts U15 MLS Next,Volley,Shot,5,20,89,55,-,-,10/19/2024,Boston Bolts U15 MLS Next,76:14
New York City FC,Normal,Blocked,5,20,19,63,-,-,10/19/2024,Boston Bolts U15 MLS Next,78:26
New York City FC,First Time,SOT,5,20,11,51,-,-,10/19/2024,Boston Bolts U15 MLS Next,82:44
