Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
New York SC,First Time,Shot,12,6,9,59,-,-,11/03/2024,Boston Bolts U13 MLS Next,04:20
New York SC,First Time,Shot,12,6,10,38,-,-,11/03/2024,Boston Bolts U13 MLS Next,16:33
New York SC,Normal,Shot,12,6,12,73,-,-,11/03/2024,Boston Bolts U13 MLS Next,17:09
New York SC,Normal,SOT,12,6,20,43,-,-,11/03/2024,Boston Bolts U13 MLS Next,18:31
Boston Bolts U13 MLS Next,Volley,Blocked,12,6,88,42,-,-,11/03/2024,Boston Bolts U13 MLS Next,20:08
New York SC,Normal,SOT Inside Post,12,6,17,54,-,-,11/03/2024,Boston Bolts U13 MLS Next,26:23
New York SC,Normal,SOT,12,6,14,43,-,-,11/03/2024,Boston Bolts U13 MLS Next,27:56
New York SC,Normal,SOT,12,6,76,55,-,-,11/03/2024,Boston Bolts U13 MLS Next,38:19
Boston Bolts U13 MLS Next,Normal,Goal,12,6,21,67,-,-,11/03/2024,Boston Bolts U13 MLS Next,41:10
New York SC,Volley,Goal,12,6,96,56,-,-,11/03/2024,Boston Bolts U13 MLS Next,45:20
New York SC,Volley,Blocked,12,6,95,66,-,-,11/03/2024,Boston Bolts U13 MLS Next,48:14
Boston Bolts U13 MLS Next,Volley,Blocked,12,6,11,48,-,-,11/03/2024,Boston Bolts U13 MLS Next,49:27
New York SC,Header,SOT,12,6,92,56,-,-,11/03/2024,Boston Bolts U13 MLS Next,53:41
New York SC,First Time,Shot,12,6,60,53,-,-,11/03/2024,Boston Bolts U13 MLS Next,59:34
Boston Bolts U13 MLS Next,Normal,Blocked,12,6,14,48,-,-,11/03/2024,Boston Bolts U13 MLS Next,60:42
Boston Bolts U13 MLS Next,First Time,SOT,12,6,15,36,-,-,11/03/2024,Boston Bolts U13 MLS Next,61:34
New York SC,Normal,Goal Far Post,12,6,95,41,-,-,11/03/2024,Boston Bolts U13 MLS Next,62:15
New York SC,First Time,SOT,12,6,87,65,-,-,11/03/2024,Boston Bolts U13 MLS Next,67:30
New York SC,First Time,Goal Inside Post,12,6,96,47,-,-,11/03/2024,Boston Bolts U13 MLS Next,68:19
