Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U17 MLS Next,Header,Shot,0,3,11,48,-,-,10/6/2024,Boston Bolts U17 MLS Next,01:01
Boston Bolts U17 MLS Next,Volley,Shot,0,3,14,51,-,-,10/6/2024,Boston Bolts U17 MLS Next,03:05
Boston Bolts U17 MLS Next,Header,Goal,0,3,5,56,-,-,10/6/2024,Boston Bolts U17 MLS Next,11:25
Boston Bolts U17 MLS Next,Normal,Goal,0,3,21,67,-,-,10/6/2024,Boston Bolts U17 MLS Next,13:07
Boston Bolts U17 MLS Next,Header,SOT,0,3,7,59,-,-,10/6/2024,Boston Bolts U17 MLS Next,24:25
Boston Bolts U17 MLS Next,Header,Shot,0,3,9,43,-,-,10/6/2024,Boston Bolts U17 MLS Next,31:20
Boston Bolts U17 MLS Next,1 on 1,Goal,0,3,9,35,-,-,10/6/2024,Boston Bolts U17 MLS Next,35:03
Boston Bolts U17 MLS Next,FK,Blocked,0,3,24,42,-,-,10/6/2024,Boston Bolts U17 MLS Next,42:41
Boston Bolts U17 MLS Next,FK,Blocked,0,3,16,70,-,-,10/6/2024,Boston Bolts U17 MLS Next,44:18
Boston Bolts U17 MLS Next,1 on 1,Goal,0,3,91,60,-,-,10/6/2024,Boston Bolts U17 MLS Next,53:09
Boston Bolts U17 MLS Next,1 on 1,Goal,0,3,92,67,-,-,10/6/2024,Boston Bolts U17 MLS Next,55:56
Valeo,First Time,Goal Inside Post,0,3,10,45,-,-,10/6/2024,Boston Bolts U17 MLS Next,58:56
Boston Bolts U17 MLS Next,Normal,Goal,0,3,83,68,-,-,10/6/2024,Boston Bolts U17 MLS Next,65:57
Boston Bolts U17 MLS Next,Header,Shot,0,3,93,69,-,-,10/6/2024,Boston Bolts U17 MLS Next,68:42
Boston Bolts U17 MLS Next,Volley,Blocked,0,3,82,56,-,-,10/6/2024,Boston Bolts U17 MLS Next,74:08
Valeo,Normal,Blocked,0,3,17,69,-,-,10/6/2024,Boston Bolts U17 MLS Next,76:51
Boston Bolts U17 MLS Next,Normal,Blocked,0,3,82,53,-,-,10/6/2024,Boston Bolts U17 MLS Next,81:42
Boston Bolts U17 MLS Next,First Time,Blocked,0,3,88,53,-,-,10/6/2024,Boston Bolts U17 MLS Next,82:03
