Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U15 MLS Next,Volley,Shot,2,43,19,39,-,-,10/20/2024,Boston Bolts U15 MLS Next,02:24
Boston Bolts U15 MLS Next,Normal,Goal,2,43,4,39,-,-,10/20/2024,Boston Bolts U15 MLS Next,08:01
Boston Bolts U15 MLS Next,Normal,Blocked,2,43,29,61,-,-,10/20/2024,Boston Bolts U15 MLS Next,17:13
Boston Bolts U15 MLS Next,Normal,Shot,2,43,8,66,-,-,10/20/2024,Boston Bolts U15 MLS Next,17:52
Boston Bolts U15 MLS Next,Volley,Shot,2,43,29,54,-,-,10/20/2024,Boston Bolts U15 MLS Next,19:36
Boston Bolts U15 MLS Next,Normal,SOT,2,43,19,42,-,-,10/20/2024,Boston Bolts U15 MLS Next,20:09
Boston Bolts U15 MLS Next,Normal,Goal,2,43,11,65,-,-,10/20/2024,Boston Bolts U15 MLS Next,20:31
Westchester,First Time,Goal,2,43,74,50,-,-,10/20/2024,Boston Bolts U15 MLS Next,21:47
Westchester,Volley,SOT,2,43,92,50,-,-,10/20/2024,Boston Bolts U15 MLS Next,23:17
Westchester,Volley,Shot,2,43,79,50,-,-,10/20/2024,Boston Bolts U15 MLS Next,23:40
Boston Bolts U15 MLS Next,First Time,Goal,2,43,6,58,-,-,10/20/2024,Boston Bolts U15 MLS Next,26:14
Westchester,Normal,Blocked,2,43,75,44,-,-,10/20/2024,Boston Bolts U15 MLS Next,28:09
Boston Bolts U15 MLS Next,1 on 1,Goal,2,43,8,37,-,-,10/20/2024,Boston Bolts U15 MLS Next,30:11
Boston Bolts U15 MLS Next,1 on 1,Goal,2,43,6,64,-,-,10/20/2024,Boston Bolts U15 MLS Next,31:24
Westchester,Normal,Goal,2,43,85,54,-,-,10/20/2024,Boston Bolts U15 MLS Next,33:21
Boston Bolts U15 MLS Next,FK,SOT,2,43,12,85,-,-,10/20/2024,Boston Bolts U15 MLS Next,38:14
Westchester,FK,Shot,2,43,25,52,-,-,10/20/2024,Boston Bolts U15 MLS Next,43:59
Westchester,First Time,Goal Far Post,2,43,7,65,-,-,10/20/2024,Boston Bolts U15 MLS Next,44:02
Boston Bolts U15 MLS Next,Normal,SOT,2,43,76,36,-,-,10/20/2024,Boston Bolts U15 MLS Next,44:41
Westchester,Normal,Shot,2,43,16,67,-,-,10/20/2024,Boston Bolts U15 MLS Next,45:51
Boston Bolts U15 MLS Next,First Time,Blocked,2,43,86,30,-,-,10/20/2024,Boston Bolts U15 MLS Next,49:42
Westchester,Normal,Blocked,2,43,3,67,-,-,10/20/2024,Boston Bolts U15 MLS Next,55:37
Westchester,Header,SOT,2,43,11,43,-,-,10/20/2024,Boston Bolts U15 MLS Next,58:34
Westchester,Normal,Shot,2,43,23,68,-,-,10/20/2024,Boston Bolts U15 MLS Next,58:52
Boston Bolts U15 MLS Next,Volley,SOT,2,43,88,59,-,-,10/20/2024,Boston Bolts U15 MLS Next,61:33
Westchester,1 on 1,SOT,2,43,11,57,-,-,10/20/2024,Boston Bolts U15 MLS Next,63:45
Westchester,Normal,SOT,2,43,6,31,-,-,10/20/2024,Boston Bolts U15 MLS Next,66:14
Westchester,First Time,Shot,2,43,3,40,-,-,10/20/2024,Boston Bolts U15 MLS Next,66:16
Westchester,Normal,Blocked,2,43,16,65,-,-,10/20/2024,Boston Bolts U15 MLS Next,72:05
Westchester,Normal,Shot,2,43,13,31,-,-,10/20/2024,Boston Bolts U15 MLS Next,78:11
Boston Bolts U15 MLS Next,Normal,SOT,2,43,80,31,-,-,10/20/2024,Boston Bolts U15 MLS Next,78:54
Boston Bolts U15 MLS Next,Normal,Shot,2,43,81,42,-,-,10/20/2024,Boston Bolts U15 MLS Next,81:04
