Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Conneticut United,First Time,Blocked,2,54,14,36,-,-,11/02/2024,Boston Bolts U16 MLS Next,02:28
Boston Bolts U16 MLS Next,Normal,SOT,3,48,78,55,-,-,11/02/2024,Boston Bolts U16 MLS Next,06:37
Boston Bolts U16 MLS Next,First Time,SOT,4,3,96,38,-,-,11/02/2024,Boston Bolts U16 MLS Next,06:39
Conneticut United,Volley,SOT,4,31,6,62,-,-,11/02/2024,Boston Bolts U16 MLS Next,10:44
Boston Bolts U16 MLS Next,Normal,SOT,5,10,91,30,-,-,11/02/2024,Boston Bolts U16 MLS Next,12:48
Boston Bolts U16 MLS Next,First Time,Shot,5,10,92,62,-,-,11/02/2024,Boston Bolts U16 MLS Next,13:56
Boston Bolts U16 MLS Next,Normal,SOT,5,10,87,56,-,-,11/02/2024,Boston Bolts U16 MLS Next,19:16
Conneticut United,Volley,Blocked,5,10,4,35,-,-,11/02/2024,Boston Bolts U16 MLS Next,21:34
Conneticut United,Normal,Blocked,5,10,27,32,-,-,11/02/2024,Boston Bolts U16 MLS Next,21:42
Conneticut United,Volley,Shot,5,10,7,63,-,-,11/02/2024,Boston Bolts U16 MLS Next,23:45
Boston Bolts U16 MLS Next,Normal,Blocked,5,10,87,41,-,-,11/02/2024,Boston Bolts U16 MLS Next,29:53
Conneticut United,Normal,SOT,5,10,13,58,-,-,11/02/2024,Boston Bolts U16 MLS Next,30:30
Conneticut United,Normal,Shot,5,10,6,35,-,-,11/02/2024,Boston Bolts U16 MLS Next,31:25
Conneticut United,First Time,Goal,5,10,7,58,-,-,11/02/2024,Boston Bolts U16 MLS Next,31:27
Conneticut United,Normal,Blocked,5,10,12,55,-,-,11/02/2024,Boston Bolts U16 MLS Next,41:55
Conneticut United,Normal,SOT,5,10,15,44,-,-,11/02/2024,Boston Bolts U16 MLS Next,42:19
Boston Bolts U16 MLS Next,First Time,Shot,5,10,74,49,-,-,11/02/2024,Boston Bolts U16 MLS Next,44:52
Conneticut United,Normal,SOT,5,10,4,35,-,-,11/02/2024,Boston Bolts U16 MLS Next,45:10
Boston Bolts U16 MLS Next,Normal,Blocked,5,10,24,63,-,-,11/02/2024,Boston Bolts U16 MLS Next,47:27
Conneticut United,Normal,Blocked,5,10,92,33,-,-,11/02/2024,Boston Bolts U16 MLS Next,47:51
Conneticut United,Normal,SOT,5,10,98,34,-,-,11/02/2024,Boston Bolts U16 MLS Next,48:03
Boston Bolts U16 MLS Next,Volley,Shot,5,10,4,60,-,-,11/02/2024,Boston Bolts U16 MLS Next,49:34
Conneticut United,Normal,Shot,5,10,94,59,-,-,11/02/2024,Boston Bolts U16 MLS Next,51:17
Boston Bolts U16 MLS Next,First Time,SOT,5,10,19,41,-,-,11/02/2024,Boston Bolts U16 MLS Next,52:59
Boston Bolts U16 MLS Next,First Time,SOT,5,10,8,31,-,-,11/02/2024,Boston Bolts U16 MLS Next,53:43
Boston Bolts U16 MLS Next,Normal,Blocked,5,10,17,63,-,-,11/02/2024,Boston Bolts U16 MLS Next,56:45
Boston Bolts U16 MLS Next,Volley,SOT,5,10,9,41,-,-,11/02/2024,Boston Bolts U16 MLS Next,57:22
Conneticut United,1 on 1,Goal,5,10,94,60,-,-,11/02/2024,Boston Bolts U16 MLS Next,59:50
Conneticut United,Normal,SOT,5,10,95,69,-,-,11/02/2024,Boston Bolts U16 MLS Next,65:09
Conneticut United,First Time,SOT,5,10,96,56,-,-,11/02/2024,Boston Bolts U16 MLS Next,65:12
Boston Bolts U16 MLS Next,FK,Blocked,5,10,17,38,-,-,11/02/2024,Boston Bolts U16 MLS Next,68:35
Boston Bolts U16 MLS Next,Normal,Shot,5,10,4,61,-,-,11/02/2024,Boston Bolts U16 MLS Next,68:50
Conneticut United,Normal,Shot,5,10,85,63,-,-,11/02/2024,Boston Bolts U16 MLS Next,75:54
Conneticut United,Header,Shot,5,10,88,60,-,-,11/02/2024,Boston Bolts U16 MLS Next,76:45
Boston Bolts U16 MLS Next,Normal,Blocked,5,10,3,67,-,-,11/02/2024,Boston Bolts U16 MLS Next,79:42
Conneticut United,Volley,Blocked,5,10,92,51,-,-,11/02/2024,Boston Bolts U16 MLS Next,81:55
Boston Bolts U16 MLS Next,Normal,SOT,5,10,9,63,-,-,11/02/2024,Boston Bolts U16 MLS Next,85:52
Conneticut United,FK,Shot,5,10,75,63,-,-,11/02/2024,Boston Bolts U16 MLS Next,88:22
Conneticut United,Volley,Goal,5,10,93,50,-,-,11/02/2024,Boston Bolts U16 MLS Next,93:36
Boston Bolts U16 MLS Next,Header,Shot,5,10,8,46,-,-,11/02/2024,Boston Bolts U16 MLS Next,95:01
Boston Bolts U16 MLS Next,First Time,Shot,5,10,7,53,-,-,11/02/2024,Boston Bolts U16 MLS Next,96:53
