Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Bayside,First Time,Shot,0,13,18,70,-,-,10/5/2024,Boston Bolts U13 NALB,06:22
Boston Bolts U13 NALB,1 on 1,SOT,0,13,94,66,-,-,10/5/2024,Boston Bolts U13 NALB,17:04
Boston Bolts U13 NALB,First Time,Goal,0,13,96,53,-,-,10/5/2024,Boston Bolts U13 NALB,17:04
Bayside,Normal,Shot,0,13,5,66,-,-,10/5/2024,Boston Bolts U13 NALB,18:00
Boston Bolts U13 NALB,Normal,Shot,0,13,83,62,-,-,10/5/2024,Boston Bolts U13 NALB,19:39
Boston Bolts U13 NALB,Normal,SOT,0,13,86,57,-,-,10/5/2024,Boston Bolts U13 NALB,20:33
Bayside,Volley,SOT,0,13,5,46,-,-,10/5/2024,Boston Bolts U13 NALB,25:38
Bayside,Volley,Blocked,0,13,17,63,-,-,10/5/2024,Boston Bolts U13 NALB,26:37
Bayside,Normal,Blocked,0,13,16,45,-,-,10/5/2024,Boston Bolts U13 NALB,34:36
Boston Bolts U13 NALB,First Time,Blocked,0,13,17,60,-,-,10/5/2024,Boston Bolts U13 NALB,38:51
Boston Bolts U13 NALB,Normal,Shot,0,13,13,40,-,-,10/5/2024,Boston Bolts U13 NALB,39:00
Boston Bolts U13 NALB,1 on 1,Goal,0,13,11,51,-,-,10/5/2024,Boston Bolts U13 NALB,39:18
Boston Bolts U13 NALB,Volley,Shot,0,13,19,50,-,-,10/5/2024,Boston Bolts U13 NALB,40:59
Bayside,Normal,SOT,0,13,89,38,-,-,10/5/2024,Boston Bolts U13 NALB,42:04
Boston Bolts U13 NALB,1 on 1,Shot,0,13,9,40,-,-,10/5/2024,Boston Bolts U13 NALB,48:01
Boston Bolts U13 NALB,First Time,Blocked,0,13,10,43,-,-,10/5/2024,Boston Bolts U13 NALB,51:06
Bayside,First Time,SOT Inside Post,0,13,90,61,-,-,10/5/2024,Boston Bolts U13 NALB,54:02
Bayside,First Time,SOT,0,13,91,53,-,-,10/5/2024,Boston Bolts U13 NALB,54:28
Bayside,Volley,Shot,0,13,92,34,-,-,10/5/2024,Boston Bolts U13 NALB,55:33
Bayside,First Time,Shot,0,13,89,52,-,-,10/5/2024,Boston Bolts U13 NALB,55:51
Boston Bolts U13 NALB,Normal,Shot,0,13,13,36,-,-,10/5/2024,Boston Bolts U13 NALB,56:45
Bayside,Volley,Blocked,0,13,80,48,-,-,10/5/2024,Boston Bolts U13 NALB,59:20
Bayside,Volley,SOT,0,13,88,47,-,-,10/5/2024,Boston Bolts U13 NALB,59:20
Bayside,First Time,Goal,0,13,93,51,-,-,10/5/2024,Boston Bolts U13 NALB,64:30
Bayside,First Time,SOT Far Post,0,13,86,63,-,-,10/5/2024,Boston Bolts U13 NALB,66:47
Bayside,First Time,Goal Inside Post,0,13,91,42,-,-,10/5/2024,Boston Bolts U13 NALB,66:49
Boston Bolts U13 NALB,First Time,Shot,0,13,18,60,-,-,10/5/2024,Boston Bolts U13 NALB,68:34
Boston Bolts U13 NALB,First Time,Blocked,0,13,13,39,-,-,10/5/2024,Boston Bolts U13 NALB,69:21
Boston Bolts U13 NALB,Volley,Goal,0,13,17,65,-,-,10/5/2024,Boston Bolts U13 NALB,70:14
