Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U13 MLS Next,FK,Goal,0,16,81,58,-,-,11/09/2024,Boston Bolts U13 MLS Next,05:40
Bayside,First Time,SOT,0,16,12,57,-,-,11/09/2024,Boston Bolts U13 MLS Next,12:01
Bayside,Normal,SOT,0,16,12,62,-,-,11/09/2024,Boston Bolts U13 MLS Next,20:35
Bayside,Normal,Shot,0,16,87,36,-,-,11/09/2024,Boston Bolts U13 MLS Next,44:01
Boston Bolts U13 MLS Next,First Time,Shot,0,16,24,50,-,-,11/09/2024,Boston Bolts U13 MLS Next,52:02
Boston Bolts U13 MLS Next,First Time,Shot,0,16,13,42,-,-,11/09/2024,Boston Bolts U13 MLS Next,55:24
Bayside,FK,SOT,0,16,81,86,-,-,11/09/2024,Boston Bolts U13 MLS Next,60:54
Boston Bolts U13 MLS Next,Volley,Blocked,0,16,8,28,-,-,11/09/2024,Boston Bolts U13 MLS Next,61:56
Boston Bolts U13 MLS Next,Volley,SOT,0,16,27,39,-,-,11/09/2024,Boston Bolts U13 MLS Next,63:12
Bayside,FK,Shot,0,16,72,31,-,-,11/09/2024,Boston Bolts U13 MLS Next,67:47
Boston Bolts U13 MLS Next,Normal,Shot,0,16,19,50,-,-,11/09/2024,Boston Bolts U13 MLS Next,70:27
