Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U15 MLS Next,First Time,Shot,3,30,13,50,-,-,10/26/2024,Boston Bolts U15 MLS Next,02:35
Valeo,FK,SOT,3,41,64,68,-,-,10/26/2024,Boston Bolts U15 MLS Next,11:06
Boston Bolts U15 MLS Next,Header,SOT,3,48,5,59,-,-,10/26/2024,Boston Bolts U15 MLS Next,14:54
Boston Bolts U15 MLS Next,Normal,Shot,3,54,16,63,-,-,10/26/2024,Boston Bolts U15 MLS Next,17:52
Boston Bolts U15 MLS Next,Normal,Shot,4,3,16,50,-,-,10/26/2024,Boston Bolts U15 MLS Next,18:41
Boston Bolts U15 MLS Next,Normal,Shot,4,9,23,29,-,-,10/26/2024,Boston Bolts U15 MLS Next,23:03
Boston Bolts U15 MLS Next,Normal,Blocked,4,15,14,72,-,-,10/26/2024,Boston Bolts U15 MLS Next,28:05
Boston Bolts U15 MLS Next,Normal,Shot,4,23,24,32,-,-,10/26/2024,Boston Bolts U15 MLS Next,29:08
Valeo,First Time,Shot,4,31,78,37,-,-,10/26/2024,Boston Bolts U15 MLS Next,30:21
Boston Bolts U15 MLS Next,Normal,Shot,4,38,24,57,-,-,10/26/2024,Boston Bolts U15 MLS Next,33:37
Valeo,Normal,Blocked,4,45,84,26,-,-,10/26/2024,Boston Bolts U15 MLS Next,34:13
Boston Bolts U15 MLS Next,Normal,Blocked,4,51,23,30,-,-,10/26/2024,Boston Bolts U15 MLS Next,36:06
Boston Bolts U15 MLS Next,Header,SOT,4,58,95,56,-,-,10/26/2024,Boston Bolts U15 MLS Next,42:23
Boston Bolts U15 MLS Next,Normal,Blocked,5,9,94,36,-,-,10/26/2024,Boston Bolts U15 MLS Next,46:48
Boston Bolts U15 MLS Next,1 on 1,SOT,5,17,94,55,-,-,10/26/2024,Boston Bolts U15 MLS Next,62:24
Boston Bolts U15 MLS Next,Normal,SOT,5,26,72,56,-,-,10/26/2024,Boston Bolts U15 MLS Next,74:16
Boston Bolts U15 MLS Next,Volley,Shot,5,33,85,52,-,-,10/26/2024,Boston Bolts U15 MLS Next,77:36
Valeo,FK,SOT,5,41,32,56,-,-,10/26/2024,Boston Bolts U15 MLS Next,80:31
