Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U14 NALSS,Normal,Shot,6,46,14,30,-,-,10/5/2024,Boston Bolts U14 NALSS,10:21
Boston Bolts U14 NALSS,First Time,Shot,6,46,14,32,-,-,10/5/2024,Boston Bolts U14 NALSS,17:16
Boston Bolts U14 NALSS,Volley,Blocked,6,46,16,37,-,-,10/5/2024,Boston Bolts U14 NALSS,21:58
Boston Bolts U14 NALSS,First Time,Shot,6,46,16,65,-,-,10/5/2024,Boston Bolts U14 NALSS,22:01
Boston Bolts U14 NALSS,Normal,Blocked,6,46,12,32,-,-,10/5/2024,Boston Bolts U14 NALSS,24:59
Boston Bolts U14 NALSS,Header,Shot,6,46,5,52,-,-,10/5/2024,Boston Bolts U14 NALSS,25:35
Rush,Normal,Shot,6,46,81,61,-,-,10/5/2024,Boston Bolts U14 NALSS,34:40
Boston Bolts U14 NALSS,First Time,Shot,6,46,5,45,-,-,10/5/2024,Boston Bolts U14 NALSS,36:14
Boston Bolts U14 NALSS,Volley,Shot,6,46,11,60,-,-,10/5/2024,Boston Bolts U14 NALSS,37:53
Rush,Normal,Shot,6,46,78,35,-,-,10/5/2024,Boston Bolts U14 NALSS,39:11
Rush,FK,SOT,6,46,75,71,-,-,10/5/2024,Boston Bolts U14 NALSS,40:27
Boston Bolts U14 NALSS,Volley,Shot,6,46,76,28,-,-,10/5/2024,Boston Bolts U14 NALSS,41:02
Boston Bolts U14 NALSS,First Time,Blocked,6,46,75,65,-,-,10/5/2024,Boston Bolts U14 NALSS,43:46
Rush,Normal,SOT Inside Post,6,46,19,42,-,-,10/5/2024,Boston Bolts U14 NALSS,44:23
Rush,FK,Shot,6,46,26,35,-,-,10/5/2024,Boston Bolts U14 NALSS,45:24
Boston Bolts U14 NALSS,Volley,SOT,6,46,81,40,-,-,10/5/2024,Boston Bolts U14 NALSS,50:02
Boston Bolts U14 NALSS,Normal,Blocked,6,46,73,67,-,-,10/5/2024,Boston Bolts U14 NALSS,50:31
Boston Bolts U14 NALSS,Normal,Shot,6,46,81,58,-,-,10/5/2024,Boston Bolts U14 NALSS,50:46
Boston Bolts U14 NALSS,First Time,SOT,6,46,89,43,-,-,10/5/2024,Boston Bolts U14 NALSS,55:14
Boston Bolts U14 NALSS,Header,Blocked,6,46,93,45,-,-,10/5/2024,Boston Bolts U14 NALSS,56:19
Boston Bolts U14 NALSS,Normal,SOT,6,46,87,30,-,-,10/5/2024,Boston Bolts U14 NALSS,56:37
Boston Bolts U14 NALSS,Volley,Shot,6,46,89,54,-,-,10/5/2024,Boston Bolts U14 NALSS,58:15
Rush,First Time,Shot,6,46,20,35,-,-,10/5/2024,Boston Bolts U14 NALSS,60:28
Boston Bolts U14 NALSS,First Time,Shot,6,46,95,45,-,-,10/5/2024,Boston Bolts U14 NALSS,66:24
Boston Bolts U14 NALSS,Header,SOT,6,46,95,58,-,-,10/5/2024,Boston Bolts U14 NALSS,67:55
Rush,Volley,SOT,6,46,20,65,-,-,10/5/2024,Boston Bolts U14 NALSS,72:49
Rush,FK,SOT Inside Post,6,46,35,52,-,-,10/5/2024,Boston Bolts U14 NALSS,73:41
Rush,Volley,Shot,6,46,7,26,-,-,10/5/2024,Boston Bolts U14 NALSS,75:48
Rush,Normal,Shot,6,46,24,34,-,-,10/5/2024,Boston Bolts U14 NALSS,78:35
Rush,1 on 1,Goal Far Post,6,46,5,37,-,-,10/5/2024,Boston Bolts U14 NALSS,79:05
Boston Bolts U14 NALSS,Volley,Blocked,6,46,6,65,-,-,10/5/2024,Boston Bolts U14 NALSS,80:27
Boston Bolts U14 NALSS,Penalty,Goal,6,46,89,51,-,-,10/5/2024,Boston Bolts U14 NALSS,81:17
