Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Seacoast United Massachusetts,First Time,Shot,1,26,27,33,-,-,11/03/2024,Boston Bolts U14 NALB,00:37
Boston Bolts U14 NALB,Normal,Shot,2,55,74,64,-,-,11/03/2024,Boston Bolts U14 NALB,09:40
Seacoast United Massachusetts,Penalty,Goal,3,15,11,50,-,-,11/03/2024,Boston Bolts U14 NALB,13:38
Boston Bolts U14 NALB,Header,Shot,3,36,95,59,-,-,11/03/2024,Boston Bolts U14 NALB,17:14
Boston Bolts U14 NALB,Normal,SOT,4,19,79,60,-,-,11/03/2024,Boston Bolts U14 NALB,17:57
Seacoast United Massachusetts,First Time,SOT,4,44,25,49,-,-,11/03/2024,Boston Bolts U14 NALB,19:37
Seacoast United Massachusetts,Normal,SOT,5,12,13,29,-,-,11/03/2024,Boston Bolts U14 NALB,19:48
Boston Bolts U14 NALB,Normal,Shot,5,38,84,66,-,-,11/03/2024,Boston Bolts U14 NALB,24:42
Boston Bolts U14 NALB,Normal,SOT,6,28,92,70,-,-,11/03/2024,Boston Bolts U14 NALB,26:11
Boston Bolts U14 NALB,Header,SOT,6,53,87,41,-,-,11/03/2024,Boston Bolts U14 NALB,29:18
Boston Bolts U14 NALB,Normal,Blocked,7,26,76,51,-,-,11/03/2024,Boston Bolts U14 NALB,32:13
Boston Bolts U14 NALB,First Time,Shot,7,53,84,44,-,-,11/03/2024,Boston Bolts U14 NALB,38:36
Boston Bolts U14 NALB,First Time,Shot,8,24,91,69,-,-,11/03/2024,Boston Bolts U14 NALB,39:44
Boston Bolts U14 NALB,Normal,SOT,9,1,19,59,-,-,11/03/2024,Boston Bolts U14 NALB,40:21
Boston Bolts U14 NALB,Normal,SOT,10,44,7,67,-,-,11/03/2024,Boston Bolts U14 NALB,43:39
Seacoast United Massachusetts,Normal,SOT,11,29,71,72,-,-,11/03/2024,Boston Bolts U14 NALB,45:10
Boston Bolts U14 NALB,Normal,Blocked,11,56,19,32,-,-,11/03/2024,Boston Bolts U14 NALB,45:43
Seacoast United Massachusetts,FK,Shot,12,1,93,87,-,-,11/03/2024,Boston Bolts U14 NALB,47:53
Boston Bolts U14 NALB,First Time,Shot,12,1,21,57,-,-,11/03/2024,Boston Bolts U14 NALB,48:52
Boston Bolts U14 NALB,Normal,Shot,12,1,12,35,-,-,11/03/2024,Boston Bolts U14 NALB,49:51
Boston Bolts U14 NALB,Normal,SOT,12,1,25,34,-,-,11/03/2024,Boston Bolts U14 NALB,51:02
Seacoast United Massachusetts,1 on 1,Goal,12,1,91,65,-,-,11/03/2024,Boston Bolts U14 NALB,54:04
Boston Bolts U14 NALB,Normal,SOT,12,1,19,31,-,-,11/03/2024,Boston Bolts U14 NALB,56:26
Boston Bolts U14 NALB,Normal,Blocked,12,1,24,48,-,-,11/03/2024,Boston Bolts U14 NALB,59:17
Boston Bolts U14 NALB,Normal,SOT,12,1,21,34,-,-,11/03/2024,Boston Bolts U14 NALB,60:19
Boston Bolts U14 NALB,Header,Shot,12,1,9,57,-,-,11/03/2024,Boston Bolts U14 NALB,64:19
Boston Bolts U14 NALB,First Time,Shot,12,1,12,27,-,-,11/03/2024,Boston Bolts U14 NALB,65:06
Boston Bolts U14 NALB,Normal,SOT,12,1,7,41,-,-,11/03/2024,Boston Bolts U14 NALB,66:31
Boston Bolts U14 NALB,Volley,Shot,12,1,8,44,-,-,11/03/2024,Boston Bolts U14 NALB,71:47
Boston Bolts U14 NALB,1 on 1,Goal,12,1,10,60,-,-,11/03/2024,Boston Bolts U14 NALB,72:28
Boston Bolts U14 NALB,Header,Shot,12,1,5,56,-,-,11/03/2024,Boston Bolts U14 NALB,76:35
Boston Bolts U14 NALB,Volley,Blocked,12,1,7,41,-,-,11/03/2024,Boston Bolts U14 NALB,80:04
Boston Bolts U14 NALB,First Time,SOT,12,1,5,41,-,-,11/03/2024,Boston Bolts U14 NALB,80:06
Boston Bolts U14 NALB,Volley,Goal,12,1,5,55,-,-,11/03/2024,Boston Bolts U14 NALB,80:36
