Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
New York City FC,Volley,SOT,2,34,16,37,-,-,10/19/2024,Boston Bolts U13 MLS Next,09:12
Boston Bolts U13 MLS Next,Normal,SOT,2,34,77,50,-,-,10/19/2024,Boston Bolts U13 MLS Next,18:48
New York City FC,Normal,SOT,2,34,20,40,-,-,10/19/2024,Boston Bolts U13 MLS Next,24:31
New York City FC,Header,SOT Inside Post,2,34,6,46,-,-,10/19/2024,Boston Bolts U13 MLS Next,32:09
New York City FC,Normal,SOT,2,34,4,67,-,-,10/19/2024,Boston Bolts U13 MLS Next,33:29
New York City FC,FK,Shot,2,34,18,69,-,-,10/19/2024,Boston Bolts U13 MLS Next,34:54
New York City FC,Normal,SOT,2,34,76,34,-,-,10/19/2024,Boston Bolts U13 MLS Next,38:20
New York City FC,Normal,Shot,2,34,73,50,-,-,10/19/2024,Boston Bolts U13 MLS Next,38:36
New York City FC,Normal,Blocked,2,34,86,54,-,-,10/19/2024,Boston Bolts U13 MLS Next,41:56
Boston Bolts U13 MLS Next,First Time,SOT,2,34,14,60,-,-,10/19/2024,Boston Bolts U13 MLS Next,43:55
New York City FC,Normal,Shot,2,34,96,36,-,-,10/19/2024,Boston Bolts U13 MLS Next,50:16
New York City FC,Volley,SOT,2,34,79,48,-,-,10/19/2024,Boston Bolts U13 MLS Next,55:00
New York City FC,Normal,Blocked,2,34,83,70,-,-,10/19/2024,Boston Bolts U13 MLS Next,60:23
New York City FC,First Time,Shot,2,34,82,51,-,-,10/19/2024,Boston Bolts U13 MLS Next,65:13
New York City FC,First Time,Goal Inside Post,2,34,96,59,-,-,10/19/2024,Boston Bolts U13 MLS Next,65:34
New York City FC,First Time,Goal,2,34,93,50,-,-,10/19/2024,Boston Bolts U13 MLS Next,68:28
