Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Met Oval,Volley,Shot,12,31,76,55,-,-,11/02/2024,Boston Bolts U17 MLS Next,02:11
Boston Bolts U17 MLS Next,Volley,Shot,13,37,6,65,-,-,11/02/2024,Boston Bolts U17 MLS Next,10:35
Boston Bolts U17 MLS Next,Normal,SOT,14,13,18,62,-,-,11/02/2024,Boston Bolts U17 MLS Next,10:47
Boston Bolts U17 MLS Next,Normal,Goal,14,45,15,50,-,-,11/02/2024,Boston Bolts U17 MLS Next,12:27
Boston Bolts U17 MLS Next,Normal,SOT,15,21,5,68,-,-,11/02/2024,Boston Bolts U17 MLS Next,17:21
Met Oval,Volley,Blocked,15,49,81,50,-,-,11/02/2024,Boston Bolts U17 MLS Next,18:51
Met Oval,Volley,Shot,15,58,84,48,-,-,11/02/2024,Boston Bolts U17 MLS Next,18:52
Boston Bolts U17 MLS Next,First Time,Blocked,16,29,14,45,-,-,11/02/2024,Boston Bolts U17 MLS Next,20:30
Boston Bolts U17 MLS Next,Normal,Shot,17,4,28,38,-,-,11/02/2024,Boston Bolts U17 MLS Next,21:26
Boston Bolts U17 MLS Next,Normal,Shot,17,29,16,44,-,-,11/02/2024,Boston Bolts U17 MLS Next,22:00
Met Oval,Volley,SOT Inside Post,18,20,95,50,-,-,11/02/2024,Boston Bolts U17 MLS Next,25:30
Boston Bolts U17 MLS Next,First Time,SOT,18,50,16,59,-,-,11/02/2024,Boston Bolts U17 MLS Next,28:12
Boston Bolts U17 MLS Next,First Time,SOT,19,18,13,59,-,-,11/02/2024,Boston Bolts U17 MLS Next,28:29
Boston Bolts U17 MLS Next,Normal,Shot,19,57,18,63,-,-,11/02/2024,Boston Bolts U17 MLS Next,30:47
Met Oval,Header,SOT,20,26,91,54,-,-,11/02/2024,Boston Bolts U17 MLS Next,31:54
Boston Bolts U17 MLS Next,Normal,Shot,20,56,10,70,-,-,11/02/2024,Boston Bolts U17 MLS Next,36:33
Boston Bolts U17 MLS Next,First Time,Blocked,21,44,5,42,-,-,11/02/2024,Boston Bolts U17 MLS Next,40:00
Boston Bolts U17 MLS Next,Normal,Shot,22,9,8,69,-,-,11/02/2024,Boston Bolts U17 MLS Next,40:06
Boston Bolts U17 MLS Next,Normal,SOT,23,5,5,69,-,-,11/02/2024,Boston Bolts U17 MLS Next,41:33
Met Oval,Normal,SOT,23,48,84,30,-,-,11/02/2024,Boston Bolts U17 MLS Next,43:26
Met Oval,Normal,Shot,24,8,81,37,-,-,11/02/2024,Boston Bolts U17 MLS Next,45:51
Met Oval,Volley,Blocked,24,54,13,47,-,-,11/02/2024,Boston Bolts U17 MLS Next,50:03
Met Oval,Header,SOT,26,1,5,43,-,-,11/02/2024,Boston Bolts U17 MLS Next,50:48
Met Oval,Volley,SOT,26,43,4,39,-,-,11/02/2024,Boston Bolts U17 MLS Next,52:58
Met Oval,Volley,Blocked,27,2,4,44,-,-,11/02/2024,Boston Bolts U17 MLS Next,52:59
Met Oval,First Time,Blocked,27,38,19,62,-,-,11/02/2024,Boston Bolts U17 MLS Next,53:03
Boston Bolts U17 MLS Next,Normal,Blocked,28,47,84,51,-,-,11/02/2024,Boston Bolts U17 MLS Next,57:30
Boston Bolts U17 MLS Next,Normal,Blocked,30,42,93,69,-,-,11/02/2024,Boston Bolts U17 MLS Next,60:47
Met Oval,Normal,SOT,30,42,10,66,-,-,11/02/2024,Boston Bolts U17 MLS Next,62:01
Met Oval,Normal,Goal Far Post,30,42,17,31,-,-,11/02/2024,Boston Bolts U17 MLS Next,65:42
Boston Bolts U17 MLS Next,Normal,Goal,30,42,95,42,-,-,11/02/2024,Boston Bolts U17 MLS Next,66:41
Boston Bolts U17 MLS Next,Normal,Shot,30,42,84,65,-,-,11/02/2024,Boston Bolts U17 MLS Next,70:20
Boston Bolts U17 MLS Next,Volley,SOT,30,42,94,56,-,-,11/02/2024,Boston Bolts U17 MLS Next,72:07
Boston Bolts U17 MLS Next,FK,Shot,30,42,75,52,-,-,11/02/2024,Boston Bolts U17 MLS Next,78:14
Met Oval,FK,SOT,30,42,16,46,-,-,11/02/2024,Boston Bolts U17 MLS Next,80:50
Met Oval,Volley,Blocked,30,42,23,63,-,-,11/02/2024,Boston Bolts U17 MLS Next,81:18
Met Oval,Volley,Blocked,30,42,16,44,-,-,11/02/2024,Boston Bolts U17 MLS Next,85:49
Met Oval,First Time,SOT,30,42,7,58,-,-,11/02/2024,Boston Bolts U17 MLS Next,87:42
Met Oval,Volley,Blocked,30,42,10,48,-,-,11/02/2024,Boston Bolts U17 MLS Next,89:20
Met Oval,Volley,Shot,30,42,7,50,-,-,11/02/2024,Boston Bolts U17 MLS Next,89:21
Met Oval,Header,Shot,30,42,3,50,-,-,11/02/2024,Boston Bolts U17 MLS Next,89:24
Met Oval,Volley,Shot,30,42,4,51,-,-,11/02/2024,Boston Bolts U17 MLS Next,91:22
Met Oval,Normal,Blocked,30,42,16,61,-,-,11/02/2024,Boston Bolts U17 MLS Next,92:26
Boston Bolts U17 MLS Next,Normal,Goal,30,42,91,71,-,-,11/02/2024,Boston Bolts U17 MLS Next,92:34
