Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U13 MLS Next,1 on 1,SOT,6,18,90,57,-,-,10/26/2024,Boston Bolts U13 MLS Next,02:34
Boston Bolts U13 MLS Next,First Time,Blocked,6,18,85,35,-,-,10/26/2024,Boston Bolts U13 MLS Next,06:46
Boston Bolts U13 MLS Next,Normal,Blocked,6,18,97,33,-,-,10/26/2024,Boston Bolts U13 MLS Next,11:03
Valeo,Normal,Shot,6,18,22,65,-,-,10/26/2024,Boston Bolts U13 MLS Next,22:44
Boston Bolts U13 MLS Next,First Time,Blocked,6,18,92,59,-,-,10/26/2024,Boston Bolts U13 MLS Next,23:58
Boston Bolts U13 MLS Next,First Time,Shot,6,18,90,71,-,-,10/26/2024,Boston Bolts U13 MLS Next,24:36
Boston Bolts U13 MLS Next,First Time,SOT,6,18,84,29,-,-,10/26/2024,Boston Bolts U13 MLS Next,29:02
Boston Bolts U13 MLS Next,Normal,Goal,6,18,87,50,-,-,10/26/2024,Boston Bolts U13 MLS Next,31:34
Boston Bolts U13 MLS Next,Normal,SOT,6,18,16,37,-,-,10/26/2024,Boston Bolts U13 MLS Next,36:56
Boston Bolts U13 MLS Next,Volley,Shot,6,18,24,36,-,-,10/26/2024,Boston Bolts U13 MLS Next,44:34
Boston Bolts U13 MLS Next,Normal,SOT,6,18,16,37,-,-,10/26/2024,Boston Bolts U13 MLS Next,46:19
Boston Bolts U13 MLS Next,Normal,Shot,6,18,17,72,-,-,10/26/2024,Boston Bolts U13 MLS Next,47:19
Boston Bolts U13 MLS Next,Normal,Shot,6,18,22,40,-,-,10/26/2024,Boston Bolts U13 MLS Next,49:17
Boston Bolts U13 MLS Next,Volley,Blocked,6,18,12,68,-,-,10/26/2024,Boston Bolts U13 MLS Next,49:24
Boston Bolts U13 MLS Next,First Time,SOT,6,18,27,33,-,-,10/26/2024,Boston Bolts U13 MLS Next,52:44
Valeo,First Time,SOT,6,18,59,64,-,-,10/26/2024,Boston Bolts U13 MLS Next,56:24
Boston Bolts U13 MLS Next,Normal,Shot,6,18,16,56,-,-,10/26/2024,Boston Bolts U13 MLS Next,67:09
Boston Bolts U13 MLS Next,First Time,Blocked,6,18,9,36,-,-,10/26/2024,Boston Bolts U13 MLS Next,68:45
Boston Bolts U13 MLS Next,Normal,Blocked,6,18,21,70,-,-,10/26/2024,Boston Bolts U13 MLS Next,69:44
Boston Bolts U13 MLS Next,Volley,Shot,6,18,15,70,-,-,10/26/2024,Boston Bolts U13 MLS Next,69:49
