Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U14 MLS Next,First Time,Goal,0,21,97,51,-,-,11/09/2024,Boston Bolts U14 MLS Next,00:37
Boston Bolts U14 MLS Next,Header,Shot,0,21,97,54,-,-,11/09/2024,Boston Bolts U14 MLS Next,02:53
Bayside,1 on 1,SOT,0,21,14,61,-,-,11/09/2024,Boston Bolts U14 MLS Next,05:43
Bayside,Volley,Shot,0,21,16,66,-,-,11/09/2024,Boston Bolts U14 MLS Next,05:46
Bayside,Normal,Blocked,0,21,12,39,-,-,11/09/2024,Boston Bolts U14 MLS Next,07:37
Boston Bolts U14 MLS Next,First Time,Shot,0,21,97,57,-,-,11/09/2024,Boston Bolts U14 MLS Next,09:51
Bayside,FK,SOT,0,21,16,67,-,-,11/09/2024,Boston Bolts U14 MLS Next,14:37
Boston Bolts U14 MLS Next,Volley,Blocked,0,21,87,45,-,-,11/09/2024,Boston Bolts U14 MLS Next,15:08
Bayside,Normal,SOT Inside Post,0,21,19,44,-,-,11/09/2024,Boston Bolts U14 MLS Next,18:57
Bayside,Normal,Goal,0,21,25,51,-,-,11/09/2024,Boston Bolts U14 MLS Next,23:23
Bayside,1 on 1,Goal Inside Post,0,21,6,59,-,-,11/09/2024,Boston Bolts U14 MLS Next,27:32
Boston Bolts U14 MLS Next,1 on 1,Shot,0,21,93,45,-,-,11/09/2024,Boston Bolts U14 MLS Next,32:56
Boston Bolts U14 MLS Next,Penalty,Goal,0,21,89,50,-,-,11/09/2024,Boston Bolts U14 MLS Next,33:53
Bayside,Normal,Blocked,0,21,19,46,-,-,11/09/2024,Boston Bolts U14 MLS Next,34:48
Bayside,First Time,SOT Inside Post,0,21,22,51,-,-,11/09/2024,Boston Bolts U14 MLS Next,39:00
Boston Bolts U14 MLS Next,Normal,Shot,0,21,10,69,-,-,11/09/2024,Boston Bolts U14 MLS Next,40:43
Bayside,Volley,Shot,0,21,94,57,-,-,11/09/2024,Boston Bolts U14 MLS Next,49:23
Boston Bolts U14 MLS Next,First Time,Shot,0,21,14,26,-,-,11/09/2024,Boston Bolts U14 MLS Next,51:48
Boston Bolts U14 MLS Next,Header,SOT,0,21,6,52,-,-,11/09/2024,Boston Bolts U14 MLS Next,53:19
Boston Bolts U14 MLS Next,First Time,SOT,0,21,5,71,-,-,11/09/2024,Boston Bolts U14 MLS Next,59:47
Boston Bolts U14 MLS Next,Header,Shot,0,21,6,54,-,-,11/09/2024,Boston Bolts U14 MLS Next,60:29
Boston Bolts U14 MLS Next,Header,Shot,0,21,6,47,-,-,11/09/2024,Boston Bolts U14 MLS Next,60:52
Boston Bolts U14 MLS Next,First Time,Blocked,0,21,10,46,-,-,11/09/2024,Boston Bolts U14 MLS Next,67:48
Bayside,Volley,Blocked,0,21,97,59,-,-,11/09/2024,Boston Bolts U14 MLS Next,70:14
Bayside,Penalty,Goal Inside Post,0,21,89,50,-,-,11/09/2024,Boston Bolts U14 MLS Next,71:10
Boston Bolts U14 MLS Next,First Time,SOT,0,21,9,32,-,-,11/09/2024,Boston Bolts U14 MLS Next,77:28
Bayside,Normal,Blocked,0,21,73,64,-,-,11/09/2024,Boston Bolts U14 MLS Next,77:48
Bayside,1 on 1,SOT,0,21,86,38,-,-,11/09/2024,Boston Bolts U14 MLS Next,80:43
Boston Bolts U14 MLS Next,Header,Goal,0,21,7,49,-,-,11/09/2024,Boston Bolts U14 MLS Next,83:47
