Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Met Oval,Header,Shot,0,56,90,49,-,-,11/02/2024,Boston Bolts U19 MLS Next,00:59
Boston Bolts U19 MLS Next,Normal,SOT,0,56,7,35,-,-,11/02/2024,Boston Bolts U19 MLS Next,11:59
Boston Bolts U19 MLS Next,Header,Shot,0,56,8,48,-,-,11/02/2024,Boston Bolts U19 MLS Next,12:33
Boston Bolts U19 MLS Next,Normal,Shot,0,56,25,67,-,-,11/02/2024,Boston Bolts U19 MLS Next,16:47
Boston Bolts U19 MLS Next,Normal,SOT,0,56,9,55,-,-,11/02/2024,Boston Bolts U19 MLS Next,19:35
Boston Bolts U19 MLS Next,Normal,SOT,0,56,15,70,-,-,11/02/2024,Boston Bolts U19 MLS Next,20:47
Met Oval,Normal,Blocked,0,56,76,72,-,-,11/02/2024,Boston Bolts U19 MLS Next,22:04
Boston Bolts U19 MLS Next,Normal,SOT,0,56,9,58,-,-,11/02/2024,Boston Bolts U19 MLS Next,22:41
Boston Bolts U19 MLS Next,Normal,SOT,0,56,13,30,-,-,11/02/2024,Boston Bolts U19 MLS Next,28:08
Met Oval,Normal,Shot,0,56,81,67,-,-,11/02/2024,Boston Bolts U19 MLS Next,32:54
Boston Bolts U19 MLS Next,Volley,Shot,0,56,10,30,-,-,11/02/2024,Boston Bolts U19 MLS Next,41:39
Boston Bolts U19 MLS Next,Normal,Shot,0,56,15,74,-,-,11/02/2024,Boston Bolts U19 MLS Next,42:29
Boston Bolts U19 MLS Next,Header,Shot,0,56,12,42,-,-,11/02/2024,Boston Bolts U19 MLS Next,44:21
Boston Bolts U19 MLS Next,Normal,SOT,0,56,91,37,-,-,11/02/2024,Boston Bolts U19 MLS Next,48:13
Boston Bolts U19 MLS Next,Header,Shot,0,56,92,44,-,-,11/02/2024,Boston Bolts U19 MLS Next,49:25
Boston Bolts U19 MLS Next,Normal,SOT,0,56,84,44,-,-,11/02/2024,Boston Bolts U19 MLS Next,51:05
Met Oval,First Time,Shot,0,56,6,43,-,-,11/02/2024,Boston Bolts U19 MLS Next,62:32
Boston Bolts U19 MLS Next,Header,Shot,0,56,95,44,-,-,11/02/2024,Boston Bolts U19 MLS Next,68:25
Boston Bolts U19 MLS Next,Normal,Goal,0,56,96,36,-,-,11/02/2024,Boston Bolts U19 MLS Next,69:26
Met Oval,Normal,Blocked,0,56,3,69,-,-,11/02/2024,Boston Bolts U19 MLS Next,72:48
Boston Bolts U19 MLS Next,Normal,SOT,0,56,85,32,-,-,11/02/2024,Boston Bolts U19 MLS Next,74:54
Boston Bolts U19 MLS Next,First Time,Blocked,0,56,79,65,-,-,11/02/2024,Boston Bolts U19 MLS Next,74:58
Met Oval,FK,Shot,0,56,24,60,-,-,11/02/2024,Boston Bolts U19 MLS Next,78:21
Boston Bolts U19 MLS Next,Normal,SOT,0,56,79,30,-,-,11/02/2024,Boston Bolts U19 MLS Next,81:29
Boston Bolts U19 MLS Next,First Time,Shot,0,56,77,30,-,-,11/02/2024,Boston Bolts U19 MLS Next,82:17
Met Oval,Normal,SOT,0,56,11,25,-,-,11/02/2024,Boston Bolts U19 MLS Next,83:02
Met Oval,Normal,Blocked,0,56,24,31,-,-,11/02/2024,Boston Bolts U19 MLS Next,83:45
Met Oval,First Time,SOT Inside Post,0,56,17,49,-,-,11/02/2024,Boston Bolts U19 MLS Next,87:39
Met Oval,Normal,Blocked,0,56,7,37,-,-,11/02/2024,Boston Bolts U19 MLS Next,89:51
Met Oval,Volley,Blocked,0,56,7,60,-,-,11/02/2024,Boston Bolts U19 MLS Next,89:59
