Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Cedar Stars,Volley,Shot,37,47,87,34,-,-,11/16/2024,Boston Bolts U16 MLS Next,14:22
Boston Bolts U16 MLS Next,Volley,Blocked,37,47,20,38,-,-,11/16/2024,Boston Bolts U16 MLS Next,17:52
Cedar Stars,FK,SOT,37,47,87,21,-,-,11/16/2024,Boston Bolts U16 MLS Next,24:00
Cedar Stars,First Time,SOT,37,47,88,35,-,-,11/16/2024,Boston Bolts U16 MLS Next,26:29
Boston Bolts U16 MLS Next,First Time,SOT,37,47,18,30,-,-,11/16/2024,Boston Bolts U16 MLS Next,27:53
Boston Bolts U16 MLS Next,Normal,Blocked,37,47,20,58,-,-,11/16/2024,Boston Bolts U16 MLS Next,29:35
Boston Bolts U16 MLS Next,Normal,Blocked,37,47,11,58,-,-,11/16/2024,Boston Bolts U16 MLS Next,34:09
Boston Bolts U16 MLS Next,Normal,SOT,37,47,24,56,-,-,11/16/2024,Boston Bolts U16 MLS Next,34:17
Boston Bolts U16 MLS Next,First Time,Shot,37,47,17,49,-,-,11/16/2024,Boston Bolts U16 MLS Next,37:38
Boston Bolts U16 MLS Next,Normal,Blocked,37,47,20,63,-,-,11/16/2024,Boston Bolts U16 MLS Next,38:33
Cedar Stars,First Time,Shot,37,47,82,66,-,-,11/16/2024,Boston Bolts U16 MLS Next,40:25
Cedar Stars,Header,Shot,37,47,8,57,-,-,11/16/2024,Boston Bolts U16 MLS Next,55:31
Boston Bolts U16 MLS Next,First Time,Shot,37,47,92,34,-,-,11/16/2024,Boston Bolts U16 MLS Next,60:37
Cedar Stars,First Time,SOT Far Post,37,47,16,68,-,-,11/16/2024,Boston Bolts U16 MLS Next,74:09
Cedar Stars,Normal,SOT,37,47,3,59,-,-,11/16/2024,Boston Bolts U16 MLS Next,78:35
Boston Bolts U16 MLS Next,Normal,Shot,37,47,71,45,-,-,11/16/2024,Boston Bolts U16 MLS Next,84:57
Cedar Stars,First Time,SOT,37,47,19,33,-,-,11/16/2024,Boston Bolts U16 MLS Next,87:51
Boston Bolts U16 MLS Next,Normal,SOT,37,47,76,37,-,-,11/16/2024,Boston Bolts U16 MLS Next,88:51
Boston Bolts U16 MLS Next,Normal,Goal,37,47,85,59,-,-,11/16/2024,Boston Bolts U16 MLS Next,90:39
