Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U19 MLS Next,Volley,Shot,2,45,85,68,-,-,10/26/2024,Boston Bolts U19 MLS Next,03:49
Seacoast,Header,Shot,2,45,11,39,-,-,10/26/2024,Boston Bolts U19 MLS Next,13:12
Boston Bolts U19 MLS Next,Volley,Shot,2,45,88,33,-,-,10/26/2024,Boston Bolts U19 MLS Next,20:48
Seacoast,Normal,SOT,2,45,8,31,-,-,10/26/2024,Boston Bolts U19 MLS Next,23:28
Boston Bolts U19 MLS Next,Header,Goal,2,45,93,44,-,-,10/26/2024,Boston Bolts U19 MLS Next,25:12
Boston Bolts U19 MLS Next,Normal,Blocked,2,45,83,69,-,-,10/26/2024,Boston Bolts U19 MLS Next,34:04
Boston Bolts U19 MLS Next,Normal,SOT,2,45,85,56,-,-,10/26/2024,Boston Bolts U19 MLS Next,36:46
Seacoast,Normal,Blocked,2,45,10,66,-,-,10/26/2024,Boston Bolts U19 MLS Next,38:49
Boston Bolts U19 MLS Next,Normal,Blocked,2,45,11,54,-,-,10/26/2024,Boston Bolts U19 MLS Next,48:07
Boston Bolts U19 MLS Next,Header,Shot,2,45,11,51,-,-,10/26/2024,Boston Bolts U19 MLS Next,48:14
Seacoast,Normal,Blocked,2,45,85,27,-,-,10/26/2024,Boston Bolts U19 MLS Next,49:04
Seacoast,Header,Shot,2,45,95,41,-,-,10/26/2024,Boston Bolts U19 MLS Next,52:01
Boston Bolts U19 MLS Next,Normal,Shot,2,45,32,48,-,-,10/26/2024,Boston Bolts U19 MLS Next,52:26
Seacoast,Normal,Shot,2,45,79,55,-,-,10/26/2024,Boston Bolts U19 MLS Next,53:12
Boston Bolts U19 MLS Next,Header,SOT,2,45,12,58,-,-,10/26/2024,Boston Bolts U19 MLS Next,59:07
Seacoast,Normal,Blocked,2,45,85,27,-,-,10/26/2024,Boston Bolts U19 MLS Next,61:51
Boston Bolts U19 MLS Next,1 on 1,Goal,2,45,14,36,-,-,10/26/2024,Boston Bolts U19 MLS Next,67:32
Boston Bolts U19 MLS Next,Normal,Shot,2,45,17,36,-,-,10/26/2024,Boston Bolts U19 MLS Next,71:11
Seacoast,Volley,SOT,2,45,94,46,-,-,10/26/2024,Boston Bolts U19 MLS Next,80:00
Seacoast,1 on 1,Goal,2,45,94,56,-,-,10/26/2024,Boston Bolts U19 MLS Next,85:35
Seacoast,Header,SOT,2,45,91,46,-,-,10/26/2024,Boston Bolts U19 MLS Next,89:17
