Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U13 NALB,First Time,Shot,0,0,94,40,-,-,11/03/2024,Boston Bolts U13 NALB,02:06
Seacoast,Volley,SOT,0,0,14,50,-,-,11/03/2024,Boston Bolts U13 NALB,09:30
Seacoast,Normal,SOT,0,0,19,58,-,-,11/03/2024,Boston Bolts U13 NALB,09:49
Seacoast,Volley,Shot,0,0,21,67,-,-,11/03/2024,Boston Bolts U13 NALB,14:08
Seacoast,Normal,Shot,0,0,5,37,-,-,11/03/2024,Boston Bolts U13 NALB,17:13
Seacoast,Normal,SOT,0,0,8,70,-,-,11/03/2024,Boston Bolts U13 NALB,17:55
Seacoast,Normal,Goal Far Post,0,0,23,33,-,-,11/03/2024,Boston Bolts U13 NALB,24:44
Seacoast,FK,SOT,0,0,31,38,-,-,11/03/2024,Boston Bolts U13 NALB,26:10
Boston Bolts U13 NALB,Normal,SOT,0,0,96,35,-,-,11/03/2024,Boston Bolts U13 NALB,27:00
Boston Bolts U13 NALB,Volley,Shot,0,0,95,43,-,-,11/03/2024,Boston Bolts U13 NALB,31:17
Seacoast,FK,Blocked,0,0,16,66,-,-,11/03/2024,Boston Bolts U13 NALB,34:15
Seacoast,Normal,Blocked,0,0,81,32,-,-,11/03/2024,Boston Bolts U13 NALB,36:03
Seacoast,First Time,Blocked,0,0,78,37,-,-,11/03/2024,Boston Bolts U13 NALB,38:33
Seacoast,Volley,Blocked,0,0,86,50,-,-,11/03/2024,Boston Bolts U13 NALB,39:04
Seacoast,Volley,SOT,0,0,88,48,-,-,11/03/2024,Boston Bolts U13 NALB,39:06
Seacoast,First Time,Blocked,0,0,86,54,-,-,11/03/2024,Boston Bolts U13 NALB,40:13
Seacoast,Normal,SOT Inside Post,0,0,80,42,-,-,11/03/2024,Boston Bolts U13 NALB,40:17
Boston Bolts U13 NALB,Normal,SOT,0,0,18,68,-,-,11/03/2024,Boston Bolts U13 NALB,41:02
Boston Bolts U13 NALB,First Time,Shot,0,0,5,35,-,-,11/03/2024,Boston Bolts U13 NALB,43:31
Boston Bolts U13 NALB,First Time,Goal,0,0,7,60,-,-,11/03/2024,Boston Bolts U13 NALB,45:22
Seacoast,Volley,Shot,0,0,84,52,-,-,11/03/2024,Boston Bolts U13 NALB,47:08
Seacoast,First Time,Shot,0,0,71,35,-,-,11/03/2024,Boston Bolts U13 NALB,47:53
Seacoast,First Time,Shot,0,0,88,24,-,-,11/03/2024,Boston Bolts U13 NALB,54:56
Seacoast,Normal,Shot,0,0,76,57,-,-,11/03/2024,Boston Bolts U13 NALB,56:02
Seacoast,FK,Goal,0,0,77,30,-,-,11/03/2024,Boston Bolts U13 NALB,58:32
Boston Bolts U13 NALB,Normal,SOT,0,0,19,39,-,-,11/03/2024,Boston Bolts U13 NALB,59:41
Seacoast,First Time,SOT,0,0,93,45,-,-,11/03/2024,Boston Bolts U13 NALB,64:58
Seacoast,Volley,Goal,0,0,97,45,-,-,11/03/2024,Boston Bolts U13 NALB,65:00
Seacoast,Normal,Shot,0,0,84,48,-,-,11/03/2024,Boston Bolts U13 NALB,68:23
