Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U19 MLS Next,First Time,SOT,1,38,16,37,-,-,11/03/2024,Boston Bolts U19 MLS Next,19:58
Boston Bolts U19 MLS Next,Header,Shot,1,38,7,58,-,-,11/03/2024,Boston Bolts U19 MLS Next,20:00
Boston Bolts U19 MLS Next,Normal,Goal,1,38,16,37,-,-,11/03/2024,Boston Bolts U19 MLS Next,21:26
New York SC,Volley,Shot,1,38,84,77,-,-,11/03/2024,Boston Bolts U19 MLS Next,23:01
New York SC,Volley,Shot,1,38,86,44,-,-,11/03/2024,Boston Bolts U19 MLS Next,23:32
Boston Bolts U19 MLS Next,Header,Shot,1,38,7,41,-,-,11/03/2024,Boston Bolts U19 MLS Next,26:26
New York SC,First Time,Blocked,1,38,84,55,-,-,11/03/2024,Boston Bolts U19 MLS Next,37:53
New York SC,Volley,Blocked,1,38,93,43,-,-,11/03/2024,Boston Bolts U19 MLS Next,41:42
New York SC,First Time,Blocked,1,38,82,47,-,-,11/03/2024,Boston Bolts U19 MLS Next,41:44
New York SC,FK,SOT,1,38,82,71,-,-,11/03/2024,Boston Bolts U19 MLS Next,46:69
New York SC,Header,Goal Inside Post,1,38,92,49,-,-,11/03/2024,Boston Bolts U19 MLS Next,47:18
New York SC,Normal,Blocked,1,38,23,29,-,-,11/03/2024,Boston Bolts U19 MLS Next,62:50
Boston Bolts U19 MLS Next,Normal,SOT,1,38,73,50,-,-,11/03/2024,Boston Bolts U19 MLS Next,64:06
New York SC,First Time,Goal Inside Post,1,38,13,50,-,-,11/03/2024,Boston Bolts U19 MLS Next,64:44
Boston Bolts U19 MLS Next,Header,Shot,1,38,92,46,-,-,11/03/2024,Boston Bolts U19 MLS Next,66:42
Boston Bolts U19 MLS Next,Normal,Blocked,1,38,93,32,-,-,11/03/2024,Boston Bolts U19 MLS Next,75:08
Boston Bolts U19 MLS Next,First Time,SOT,1,38,96,66,-,-,11/03/2024,Boston Bolts U19 MLS Next,78:27
Boston Bolts U19 MLS Next,Volley,SOT,1,38,95,59,-,-,11/03/2024,Boston Bolts U19 MLS Next,81:46
Boston Bolts U19 MLS Next,Penalty,SOT,1,38,89,50,-,-,11/03/2024,Boston Bolts U19 MLS Next,94:32
Boston Bolts U19 MLS Next,First Time,Goal,1,38,97,47,-,-,11/03/2024,Boston Bolts U19 MLS Next,94:33
