Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Westchester,Normal,SOT,2,43,6,72,-,-,10/20/2024,Boston Bolts U16 MLS Next,02:12
Westchester,Normal,SOT,2,43,20,31,-,-,10/20/2024,Boston Bolts U16 MLS Next,9:40
Westchester,Normal,SOT,2,43,7,26,-,-,10/20/2024,Boston Bolts U16 MLS Next,10:58
Westchester,Normal,SOT,2,43,2,63,-,-,10/20/2024,Boston Bolts U16 MLS Next,16:13
Westchester,Header,Shot,2,43,5,58,-,-,10/20/2024,Boston Bolts U16 MLS Next,16:51
Boston Bolts U16 MLS Next,Normal,SOT,2,43,91,31,-,-,10/20/2024,Boston Bolts U16 MLS Next,24:59
Boston Bolts U16 MLS Next,Volley,Shot,2,43,89,42,-,-,10/20/2024,Boston Bolts U16 MLS Next,26:31
Westchester,Normal,Goal,2,43,8,65,-,-,10/20/2024,Boston Bolts U16 MLS Next,27:43
Boston Bolts U16 MLS Next,Volley,Shot,2,43,84,34,-,-,10/20/2024,Boston Bolts U16 MLS Next,29:54
Westchester,Normal,SOT,2,43,12,71,-,-,10/20/2024,Boston Bolts U16 MLS Next,32:17
Boston Bolts U16 MLS Next,Volley,Blocked,2,43,88,48,-,-,10/20/2024,Boston Bolts U16 MLS Next,33:44
Boston Bolts U16 MLS Next,Normal,SOT,2,43,91,31,-,-,10/20/2024,Boston Bolts U16 MLS Next,35:18
Boston Bolts U16 MLS Next,Normal,Shot,2,43,85,64,-,-,10/20/2024,Boston Bolts U16 MLS Next,40:33
Boston Bolts U16 MLS Next,Normal,Shot,2,43,97,64,-,-,10/20/2024,Boston Bolts U16 MLS Next,42:03
Boston Bolts U16 MLS Next,Normal,Shot,2,43,80,67,-,-,10/20/2024,Boston Bolts U16 MLS Next,43:23
Westchester,Normal,SOT,2,43,18,67,-,-,10/20/2024,Boston Bolts U16 MLS Next,44:37
Boston Bolts U16 MLS Next,Header,SOT,2,43,10,37,-,-,10/20/2024,Boston Bolts U16 MLS Next,46:29
Westchester,Normal,SOT,2,43,87,28,-,-,10/20/2024,Boston Bolts U16 MLS Next,47:18
Westchester,Normal,Shot,2,43,96,31,-,-,10/20/2024,Boston Bolts U16 MLS Next,50:54
Boston Bolts U16 MLS Next,First Time,Goal,2,43,16,43,-,-,10/20/2024,Boston Bolts U16 MLS Next,53:44
Westchester,Normal,Blocked,2,43,90,31,-,-,10/20/2024,Boston Bolts U16 MLS Next,55:41
Westchester,Header,Shot,2,43,90,60,-,-,10/20/2024,Boston Bolts U16 MLS Next,56:03
Boston Bolts U16 MLS Next,Header,Shot,2,43,5,42,-,-,10/20/2024,Boston Bolts U16 MLS Next,63:40
Boston Bolts U16 MLS Next,Header,SOT,2,43,5,47,-,-,10/20/2024,Boston Bolts U16 MLS Next,63:43
Boston Bolts U16 MLS Next,Normal,Blocked,2,43,22,30,-,-,10/20/2024,Boston Bolts U16 MLS Next,66:18
Boston Bolts U16 MLS Next,Normal,SOT,2,43,16,54,-,-,10/20/2024,Boston Bolts U16 MLS Next,72:58
Westchester,FK,SOT,2,43,64,76,-,-,10/20/2024,Boston Bolts U16 MLS Next,76:20
Westchester,Normal,Blocked,2,43,72,37,-,-,10/20/2024,Boston Bolts U16 MLS Next,78:16
Westchester,Normal,Blocked,2,43,78,63,-,-,10/20/2024,Boston Bolts U16 MLS Next,83:43
Boston Bolts U16 MLS Next,Normal,SOT,2,43,7,70,-,-,10/20/2024,Boston Bolts U16 MLS Next,91:19
