Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Beachside,Normal,SOT Far Post,2,9,69,51,-,-,9/15/2024,Boston Bolts U14 MLS Next,02:43
Beachside,1 on 1,Goal,2,9,98,55,-,-,9/15/2024,Boston Bolts U14 MLS Next,02:43
Beachside,1 on 1,Shot,2,9,97,39,-,-,9/15/2024,Boston Bolts U14 MLS Next,02:43
Boston Bolts U14 MLS Next,Normal,Goal,2,9,11,70,-,-,9/15/2024,Boston Bolts U14 MLS Next,04:30
Beachside,Normal,Shot,2,9,84,28,-,-,9/15/2024,Boston Bolts U14 MLS Next,05:26
Beachside,First Time,SOT,2,9,88,52,-,-,9/15/2024,Boston Bolts U14 MLS Next,06:44
Boston Bolts U14 MLS Next,Volley,Blocked,2,9,16,61,-,-,9/15/2024,Boston Bolts U14 MLS Next,10:00
Boston Bolts U14 MLS Next,Normal,Blocked,2,9,7,36,-,-,9/15/2024,Boston Bolts U14 MLS Next,12:07
Beachside,Normal,Shot,2,9,91,59,-,-,9/15/2024,Boston Bolts U14 MLS Next,20:07
Boston Bolts U14 MLS Next,Normal,SOT,2,9,6,69,-,-,9/15/2024,Boston Bolts U14 MLS Next,21:11
Boston Bolts U14 MLS Next,Header,Shot,2,10,5,49,-,-,9/15/2024,Boston Bolts U14 MLS Next,28:00
Beachside,Normal,Blocked,2,10,94,43,-,-,9/15/2024,Boston Bolts U14 MLS Next,30:36
Beachside,Volley,Goal Far Post,2,10,89,45,-,-,9/15/2024,Boston Bolts U14 MLS Next,30:42
Boston Bolts U14 MLS Next,Normal,Shot,2,10,21,49,-,-,9/15/2024,Boston Bolts U14 MLS Next,32:17
Beachside,Normal,SOT,2,10,81,31,-,-,9/15/2024,Boston Bolts U14 MLS Next,37:11
Boston Bolts U14 MLS Next,Volley,Blocked,2,10,11,58,-,-,9/15/2024,Boston Bolts U14 MLS Next,38:33
Boston Bolts U14 MLS Next,1 on 1,Goal,2,10,92,44,-,-,9/15/2024,Boston Bolts U14 MLS Next,41:42
Beachside,Normal,SOT,2,10,23,65,-,-,9/15/2024,Boston Bolts U14 MLS Next,42:49
Beachside,Volley,Blocked,2,10,12,28,-,-,9/15/2024,Boston Bolts U14 MLS Next,43:06
Beachside,Normal,Blocked,2,10,15,44,-,-,9/15/2024,Boston Bolts U14 MLS Next,43:22
Beachside,Normal,SOT,2,10,14,32,-,-,9/15/2024,Boston Bolts U14 MLS Next,44:48
Boston Bolts U14 MLS Next,Normal,Goal,2,10,77,48,-,-,9/15/2024,Boston Bolts U14 MLS Next,46:57
Beachside,Header,Shot,2,10,6,41,-,-,9/15/2024,Boston Bolts U14 MLS Next,51:24
Boston Bolts U14 MLS Next,Volley,SOT,2,10,90,26,-,-,9/15/2024,Boston Bolts U14 MLS Next,53:27
Beachside,FK,SOT,2,10,13,81,-,-,9/15/2024,Boston Bolts U14 MLS Next,55:16
Beachside,1 on 1,SOT,2,10,2,58,-,-,9/15/2024,Boston Bolts U14 MLS Next,55:16
Boston Bolts U14 MLS Next,Normal,Shot,2,10,90,71,-,-,9/15/2024,Boston Bolts U14 MLS Next,59:11
Boston Bolts U14 MLS Next,First Time,SOT,2,10,76,67,-,-,9/15/2024,Boston Bolts U14 MLS Next,60:47
Beachside,Volley,Blocked,2,10,6,38,-,-,9/15/2024,Boston Bolts U14 MLS Next,62:19
Beachside,Volley,Shot,2,10,6,56,-,-,9/15/2024,Boston Bolts U14 MLS Next,64:49
Boston Bolts U14 MLS Next,Volley,Blocked,2,10,84,64,-,-,9/15/2024,Boston Bolts U14 MLS Next,66:33
Beachside,Normal,SOT,2,10,30,49,-,-,9/15/2024,Boston Bolts U14 MLS Next,71:38
Beachside,Normal,Blocked,2,10,21,67,-,-,9/15/2024,Boston Bolts U14 MLS Next,72:31
Beachside,Normal,Blocked,2,10,22,54,-,-,9/15/2024,Boston Bolts U14 MLS Next,74:30
Beachside,First Time,Shot,2,10,20,30,-,-,9/15/2024,Boston Bolts U14 MLS Next,75:20
Beachside,Normal,Goal,2,10,10,45,-,-,9/15/2024,Boston Bolts U14 MLS Next,76:03
Beachside,1 on 1,Goal Far Post,2,10,10,45,-,-,9/15/2024,Boston Bolts U14 MLS Next,77:47
Boston Bolts U14 MLS Next,FK,Goal,2,10,82,63,-,-,9/15/2024,Boston Bolts U14 MLS Next,79:46
