Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U15 MLS Next,First Time,Goal,0,27,91,35,-,-,8/24/2024,Boston Bolts U15 MLS Next,00:43
Boston Bolts U15 MLS Next,Header,SOT,0,27,91,38,-,-,8/24/2024,Boston Bolts U15 MLS Next,12:28
Boston Bolts U15 MLS Next,First Time,Blocked,0,27,87,50,-,-,8/24/2024,Boston Bolts U15 MLS Next,12:45
Valeo,Normal,Shot,0,27,21,33,-,-,8/24/2024,Boston Bolts U15 MLS Next,16:35
Valeo,Normal,Blocked,0,27,12,67,-,-,8/24/2024,Boston Bolts U15 MLS Next,18:42
Valeo,First Time,Blocked,0,27,19,68,-,-,8/24/2024,Boston Bolts U15 MLS Next,18:44
Boston Bolts U15 MLS Next,Normal,SOT,0,27,80,60,-,-,8/24/2024,Boston Bolts U15 MLS Next,20:09
Boston Bolts U15 MLS Next,First Time,SOT,0,27,94,52,-,-,8/24/2024,Boston Bolts U15 MLS Next,21:50
Boston Bolts U15 MLS Next,Volley,Shot,0,27,79,32,-,-,8/24/2024,Boston Bolts U15 MLS Next,28:00
Boston Bolts U15 MLS Next,Normal,Shot,0,27,78,45,-,-,8/24/2024,Boston Bolts U15 MLS Next,31:26
Boston Bolts U15 MLS Next,Normal,Blocked,0,27,82,46,-,-,8/24/2024,Boston Bolts U15 MLS Next,34:39
Boston Bolts U15 MLS Next,Normal,Blocked,0,27,93,54,-,-,8/24/2024,Boston Bolts U15 MLS Next,37:13
Valeo,1 on 1,Blocked,0,27,20,49,-,-,8/24/2024,Boston Bolts U15 MLS Next,37:55
Boston Bolts U15 MLS Next,Normal,SOT,0,27,81,61,-,-,8/24/2024,Boston Bolts U15 MLS Next,38:16
Boston Bolts U15 MLS Next,Normal,Shot,0,27,93,30,-,-,8/24/2024,Boston Bolts U15 MLS Next,39:59
Boston Bolts U15 MLS Next,Normal,SOT,0,27,17,68,-,-,8/24/2024,Boston Bolts U15 MLS Next,40:51
Boston Bolts U15 MLS Next,Normal,Blocked,0,27,17,40,-,-,8/24/2024,Boston Bolts U15 MLS Next,42:54
Boston Bolts U15 MLS Next,First Time,SOT,0,27,2,96,-,-,8/24/2024,Boston Bolts U15 MLS Next,43:13
Valeo,Normal,Shot,0,27,54,13,-,-,8/24/2024,Boston Bolts U15 MLS Next,46:01
Boston Bolts U15 MLS Next,Normal,SOT,0,27,21,44,-,-,8/24/2024,Boston Bolts U15 MLS Next,49:19
Boston Bolts U15 MLS Next,First Time,Blocked,0,27,8,43,-,-,8/24/2024,Boston Bolts U15 MLS Next,51:52
Boston Bolts U15 MLS Next,Normal,Blocked,0,27,6,48,-,-,8/24/2024,Boston Bolts U15 MLS Next,51:52
Boston Bolts U15 MLS Next,Normal,SOT,0,27,17,62,-,-,8/24/2024,Boston Bolts U15 MLS Next,57:11
Boston Bolts U15 MLS Next,First Time,Goal,0,27,2,52,-,-,8/24/2024,Boston Bolts U15 MLS Next,57:37
Boston Bolts U15 MLS Next,Normal,SOT,0,27,2,65,-,-,8/24/2024,Boston Bolts U15 MLS Next,59:28
Boston Bolts U15 MLS Next,Volley,Blocked,0,27,16,45,-,-,8/24/2024,Boston Bolts U15 MLS Next,60:07
Boston Bolts U15 MLS Next,Normal,Shot,0,27,22,42,-,-,8/24/2024,Boston Bolts U15 MLS Next,60:27
Valeo,Normal,SOT,0,27,72,46,-,-,8/24/2024,Boston Bolts U15 MLS Next,61:11
Boston Bolts U15 MLS Next,Normal,Shot,0,27,9,37,-,-,8/24/2024,Boston Bolts U15 MLS Next,62:58
Boston Bolts U15 MLS Next,Normal,Shot,0,27,24,48,-,-,8/24/2024,Boston Bolts U15 MLS Next,63:33
Valeo,First Time,Shot,0,27,75,37,-,-,8/24/2024,Boston Bolts U15 MLS Next,72:41
Boston Bolts U15 MLS Next,Normal,Goal,0,27,12,39,-,-,8/24/2024,Boston Bolts U15 MLS Next,75:42
Boston Bolts U15 MLS Next,First Time,Goal,0,27,15,81,-,-,8/24/2024,Boston Bolts U15 MLS Next,77:19
Boston Bolts U15 MLS Next,First Time,Shot,0,27,6,31,-,-,8/24/2024,Boston Bolts U15 MLS Next,79:20
,,,,,,,,,,,
