Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Valeo,FK,Blocked,0,0,73,56,-,-,10/5/2024,Boston Bolts U15 MLS Next,04:04
Valeo,Normal,Shot,0,0,73,54,-,-,10/5/2024,Boston Bolts U15 MLS Next,04:52
Boston Bolts U15 MLS Next,First Time,Blocked,0,0,24,55,-,-,10/5/2024,Boston Bolts U15 MLS Next,06:56
Valeo,First Time,SOT,0,0,73,50,-,-,10/5/2024,Boston Bolts U15 MLS Next,07:34
Boston Bolts U15 MLS Next,1 on 1,Shot,0,0,15,65,-,-,10/5/2024,Boston Bolts U15 MLS Next,07:50
Boston Bolts U15 MLS Next,Normal,Blocked,0,0,16,30,-,-,10/5/2024,Boston Bolts U15 MLS Next,11:12
Boston Bolts U15 MLS Next,Normal,SOT,0,0,23,62,-,-,10/5/2024,Boston Bolts U15 MLS Next,16:38
Valeo,First Time,Goal Inside Post,0,0,85,49,-,-,10/5/2024,Boston Bolts U15 MLS Next,20:16
Boston Bolts U15 MLS Next,Normal,Shot,0,0,31,45,-,-,10/5/2024,Boston Bolts U15 MLS Next,21:30
Boston Bolts U15 MLS Next,First Time,Shot,0,0,16,65,-,-,10/5/2024,Boston Bolts U15 MLS Next,24:38
Valeo,Normal,Goal Far Post,0,0,90,66,-,-,10/5/2024,Boston Bolts U15 MLS Next,26:01
Boston Bolts U15 MLS Next,Volley,Shot,0,0,15,30,-,-,10/5/2024,Boston Bolts U15 MLS Next,27:15
Valeo,Normal,Shot,0,0,84,30,-,-,10/5/2024,Boston Bolts U15 MLS Next,33:28
Boston Bolts U15 MLS Next,Normal,SOT,0,0,26,35,-,-,10/5/2024,Boston Bolts U15 MLS Next,35:53
Valeo,First Time,Shot,0,0,88,66,-,-,10/5/2024,Boston Bolts U15 MLS Next,36:35
Boston Bolts U15 MLS Next,First Time,Shot,0,0,84,54,-,-,10/5/2024,Boston Bolts U15 MLS Next,41:06
Boston Bolts U15 MLS Next,FK,SOT,0,0,75,58,-,-,10/5/2024,Boston Bolts U15 MLS Next,42:40
Valeo,Normal,Blocked,0,0,17,64,-,-,10/5/2024,Boston Bolts U15 MLS Next,48:40
Valeo,Normal,Blocked,0,0,11,38,-,-,10/5/2024,Boston Bolts U15 MLS Next,49:08
Boston Bolts U15 MLS Next,First Time,Goal,0,0,91,43,-,-,10/5/2024,Boston Bolts U15 MLS Next,52:22
Boston Bolts U15 MLS Next,Normal,Shot,0,0,74,37,-,-,10/5/2024,Boston Bolts U15 MLS Next,55:13
Boston Bolts U15 MLS Next,Volley,SOT,0,0,88,50,-,-,10/5/2024,Boston Bolts U15 MLS Next,58:25
Valeo,Normal,Blocked,0,0,22,51,-,-,10/5/2024,Boston Bolts U15 MLS Next,59:49
Boston Bolts U15 MLS Next,First Time,Blocked,0,0,93,57,-,-,10/5/2024,Boston Bolts U15 MLS Next,63:54
