Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Cedar Stars,Volley,Shot,0,0,5,55,-,-,11/16/2024,Boston Bolts U19 MLS Next,02:18
Boston Bolts U19 MLS Next,Header,Shot,0,0,88,51,-,-,11/16/2024,Boston Bolts U19 MLS Next,07:42
Cedar Stars,Normal,SOT,0,0,15,36,-,-,11/16/2024,Boston Bolts U19 MLS Next,12:31
Boston Bolts U19 MLS Next,Penalty,Goal,0,0,88,50,-,-,11/16/2024,Boston Bolts U19 MLS Next,21:16
Cedar Stars,Normal,Blocked,0,0,10,37,-,-,11/16/2024,Boston Bolts U19 MLS Next,22:12
Cedar Stars,Header,Goal Far Post,0,0,6,44,-,-,11/16/2024,Boston Bolts U19 MLS Next,36:31
Cedar Stars,1 on 1,Goal Inside Post,0,0,9,49,-,-,11/16/2024,Boston Bolts U19 MLS Next,39:16
Boston Bolts U19 MLS Next,Volley,Shot,0,0,94,59,-,-,11/16/2024,Boston Bolts U19 MLS Next,44:26
Boston Bolts U19 MLS Next,First Time,SOT,0,0,11,30,-,-,11/16/2024,Boston Bolts U19 MLS Next,46:15
Boston Bolts U19 MLS Next,Normal,Shot,0,0,5,68,-,-,11/16/2024,Boston Bolts U19 MLS Next,47:32
Boston Bolts U19 MLS Next,Normal,Shot,0,0,23,43,-,-,11/16/2024,Boston Bolts U19 MLS Next,51:14
Boston Bolts U19 MLS Next,Volley,Shot,0,0,7,49,-,-,11/16/2024,Boston Bolts U19 MLS Next,53:27
Cedar Stars,1 on 1,Goal,0,0,92,39,-,-,11/16/2024,Boston Bolts U19 MLS Next,54:27
Boston Bolts U19 MLS Next,Volley,Shot,0,0,22,61,-,-,11/16/2024,Boston Bolts U19 MLS Next,56:33
Cedar Stars,First Time,Shot,0,0,90,58,-,-,11/16/2024,Boston Bolts U19 MLS Next,62:48
Boston Bolts U19 MLS Next,Normal,SOT,0,0,2,67,-,-,11/16/2024,Boston Bolts U19 MLS Next,63:20
Cedar Stars,First Time,Shot,0,0,84,70,-,-,11/16/2024,Boston Bolts U19 MLS Next,63:47
Boston Bolts U19 MLS Next,Header,Shot,0,0,6,48,-,-,11/16/2024,Boston Bolts U19 MLS Next,73:25
Cedar Stars,Normal,SOT,0,0,74,49,-,-,11/16/2024,Boston Bolts U19 MLS Next,75:50
Boston Bolts U19 MLS Next,Header,SOT,0,0,6,53,-,-,11/16/2024,Boston Bolts U19 MLS Next,83:21
Boston Bolts U19 MLS Next,Volley,Blocked,0,0,6,47,-,-,11/16/2024,Boston Bolts U19 MLS Next,92:57
Boston Bolts U19 MLS Next,Volley,Shot,0,0,11,32,-,-,11/16/2024,Boston Bolts U19 MLS Next,93:19
