Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U14 MLS Next,Normal,Blocked,0,5,87,41,-,-,10/6/2024,Boston Bolts U14 MLS Next,03:33
Boston Bolts U14 MLS Next,Normal,Blocked,0,5,88,35,-,-,10/6/2024,Boston Bolts U14 MLS Next,03:38
Boston Bolts U14 MLS Next,Normal,SOT,0,5,75,45,-,-,10/6/2024,Boston Bolts U14 MLS Next,05:32
Boston Bolts U14 MLS Next,Normal,Shot,0,5,82,65,-,-,10/6/2024,Boston Bolts U14 MLS Next,06:10
NEFC,FK,Blocked,0,5,18,50,-,-,10/6/2024,Boston Bolts U14 MLS Next,08:17
NEFC,Volley,Shot,0,5,17,62,-,-,10/6/2024,Boston Bolts U14 MLS Next,08:29
Boston Bolts U14 MLS Next,Normal,SOT,0,5,79,61,-,-,10/6/2024,Boston Bolts U14 MLS Next,09:31
Boston Bolts U14 MLS Next,Volley,Shot,0,5,83,38,-,-,10/6/2024,Boston Bolts U14 MLS Next,13:52
Boston Bolts U14 MLS Next,Volley,Blocked,0,5,94,34,-,-,10/6/2024,Boston Bolts U14 MLS Next,18:44
Boston Bolts U14 MLS Next,Volley,Shot,0,5,93,68,-,-,10/6/2024,Boston Bolts U14 MLS Next,19:11
NEFC,Volley,Blocked,0,5,8,50,-,-,10/6/2024,Boston Bolts U14 MLS Next,22:33
Boston Bolts U14 MLS Next,First Time,SOT,0,5,80,62,-,-,10/6/2024,Boston Bolts U14 MLS Next,28:58
Boston Bolts U14 MLS Next,First Time,Shot,0,5,81,56,-,-,10/6/2024,Boston Bolts U14 MLS Next,29:32
Boston Bolts U14 MLS Next,Header,SOT,0,5,89,43,-,-,10/6/2024,Boston Bolts U14 MLS Next,33:52
NEFC,Normal,Goal Inside Post,0,5,3,59,-,-,10/6/2024,Boston Bolts U14 MLS Next,35:29
NEFC,Penalty,Goal Inside Post,0,5,11,50,-,-,10/6/2024,Boston Bolts U14 MLS Next,37:29
Boston Bolts U14 MLS Next,Header,Blocked,0,5,11,42,-,-,10/6/2024,Boston Bolts U14 MLS Next,40:56
Boston Bolts U14 MLS Next,First Time,Goal,0,5,4,44,-,-,10/6/2024,Boston Bolts U14 MLS Next,40:58
NEFC,FK,Shot,0,5,76,28,-,-,10/6/2024,Boston Bolts U14 MLS Next,44:50
NEFC,Normal,Blocked,0,5,87,30,-,-,10/6/2024,Boston Bolts U14 MLS Next,52:38
NEFC,Volley,Blocked,0,5,83,61,-,-,10/6/2024,Boston Bolts U14 MLS Next,55:41
Boston Bolts U14 MLS Next,First Time,Shot,0,5,7,75,-,-,10/6/2024,Boston Bolts U14 MLS Next,63:02
Boston Bolts U14 MLS Next,Penalty,Goal,0,5,11,51,-,-,10/6/2024,Boston Bolts U14 MLS Next,66:40
Boston Bolts U14 MLS Next,Normal,Shot,0,5,18,68,-,-,10/6/2024,Boston Bolts U14 MLS Next,68:25
Boston Bolts U14 MLS Next,First Time,Goal,0,5,13,70,-,-,10/6/2024,Boston Bolts U14 MLS Next,70:25
NEFC,Normal,SOT,0,5,67,67,-,-,10/6/2024,Boston Bolts U14 MLS Next,72:23
Boston Bolts U14 MLS Next,Normal,Shot,0,5,23,55,-,-,10/6/2024,Boston Bolts U14 MLS Next,76:53
Boston Bolts U14 MLS Next,1 on 1,Goal,0,5,9,58,-,-,10/6/2024,Boston Bolts U14 MLS Next,77:14
