Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U15 MLS Next,Volley,SOT,0,1,5,37,-,-,11/02/2024,Boston Bolts U15 MLS Next,04:02
Boston Bolts U15 MLS Next,First Time,Shot,0,1,3,67,-,-,11/02/2024,Boston Bolts U15 MLS Next,05:02
Boston Bolts U15 MLS Next,Normal,Shot,0,1,24,49,-,-,11/02/2024,Boston Bolts U15 MLS Next,08:12
Boston Bolts U15 MLS Next,Normal,Shot,0,1,25,60,-,-,11/02/2024,Boston Bolts U15 MLS Next,10:22
Met Oval,First Time,Blocked,0,1,94,33,-,-,11/02/2024,Boston Bolts U15 MLS Next,13:03
Met Oval,Normal,SOT,0,1,71,28,-,-,11/02/2024,Boston Bolts U15 MLS Next,15:47
Boston Bolts U15 MLS Next,Normal,SOT,0,1,21,45,-,-,11/02/2024,Boston Bolts U15 MLS Next,16:46
Boston Bolts U15 MLS Next,Normal,Shot,0,1,16,53,-,-,11/02/2024,Boston Bolts U15 MLS Next,17:05
Met Oval,Normal,Shot,0,1,73,51,-,-,11/02/2024,Boston Bolts U15 MLS Next,19:11
Met Oval,Normal,SOT,0,1,76,68,-,-,11/02/2024,Boston Bolts U15 MLS Next,22:05
Met Oval,Normal,Blocked,0,1,82,68,-,-,11/02/2024,Boston Bolts U15 MLS Next,29:11
Met Oval,Normal,SOT,0,1,82,28,-,-,11/02/2024,Boston Bolts U15 MLS Next,31:11
Boston Bolts U15 MLS Next,Normal,Shot,0,1,4,29,-,-,11/02/2024,Boston Bolts U15 MLS Next,39:34
Met Oval,Normal,Blocked,0,1,18,66,-,-,11/02/2024,Boston Bolts U15 MLS Next,44:27
Met Oval,Volley,SOT Inside Post,0,1,11,46,-,-,11/02/2024,Boston Bolts U15 MLS Next,44:29
Met Oval,Volley,Shot,0,1,7,41,-,-,11/02/2024,Boston Bolts U15 MLS Next,45:25
Met Oval,Normal,Blocked,0,1,14,44,-,-,11/02/2024,Boston Bolts U15 MLS Next,47:58
Met Oval,Normal,Shot,0,1,13,67,-,-,11/02/2024,Boston Bolts U15 MLS Next,51:07
Met Oval,Normal,Blocked,0,1,11,69,-,-,11/02/2024,Boston Bolts U15 MLS Next,52:33
Boston Bolts U15 MLS Next,Header,SOT,0,1,95,54,-,-,11/02/2024,Boston Bolts U15 MLS Next,54:02
Met Oval,Volley,Shot,0,1,5,45,-,-,11/02/2024,Boston Bolts U15 MLS Next,57:47
Met Oval,Normal,SOT,0,1,11,28,-,-,11/02/2024,Boston Bolts U15 MLS Next,67:21
Met Oval,FK,SOT,0,1,29,70,-,-,11/02/2024,Boston Bolts U15 MLS Next,68:44
Boston Bolts U15 MLS Next,Normal,Shot,0,1,67,59,-,-,11/02/2024,Boston Bolts U15 MLS Next,76:10
Boston Bolts U15 MLS Next,Normal,Shot,0,1,81,43,-,-,11/02/2024,Boston Bolts U15 MLS Next,78:04
Met Oval,1 on 1,SOT,0,1,11,50,-,-,11/02/2024,Boston Bolts U15 MLS Next,80:31
Met Oval,Volley,SOT,0,1,16,44,-,-,11/02/2024,Boston Bolts U15 MLS Next,80:33
