Team,Player,Event,Mins,Secs,X,Y,X2,Y2,Match Date,Bolts Team,Time
Boston Bolts U15 MLS Next,First Time,SOT,0,14,97,66,-,-,10/6/2024,Boston Bolts U15 MLS Next,04:28
Boston Bolts U15 MLS Next,Volley,SOT,0,14,87,67,-,-,10/6/2024,Boston Bolts U15 MLS Next,05:06
Boston Bolts U15 MLS Next,Normal,Shot,0,14,70,49,-,-,10/6/2024,Boston Bolts U15 MLS Next,08:55
Boston Bolts U15 MLS Next,Normal,SOT,0,14,74,63,-,-,10/6/2024,Boston Bolts U15 MLS Next,10:49
NEFC,Normal,SOT Inside Post,0,14,17,66,-,-,10/6/2024,Boston Bolts U15 MLS Next,12:22
NEFC,Normal,SOT,0,14,11,33,-,-,10/6/2024,Boston Bolts U15 MLS Next,12:58
NEFC,Header,Shot,0,14,7,64,-,-,10/6/2024,Boston Bolts U15 MLS Next,13:31
NEFC,Normal,SOT,0,14,5,72,-,-,10/6/2024,Boston Bolts U15 MLS Next,16:41
Boston Bolts U15 MLS Next,1 on 1,Shot,0,14,91,64,-,-,10/6/2024,Boston Bolts U15 MLS Next,18:05
Boston Bolts U15 MLS Next,Normal,SOT,0,14,72,71,-,-,10/6/2024,Boston Bolts U15 MLS Next,18:37
NEFC,Header,Goal,0,14,4,61,-,-,10/6/2024,Boston Bolts U15 MLS Next,22:01
NEFC,First Time,Blocked,0,14,16,65,-,-,10/6/2024,Boston Bolts U15 MLS Next,26:54
NEFC,First Time,Blocked,0,14,17,35,-,-,10/6/2024,Boston Bolts U15 MLS Next,26:57
NEFC,Normal,Blocked,0,14,9,69,-,-,10/6/2024,Boston Bolts U15 MLS Next,31:10
NEFC,First Time,SOT,0,14,10,56,-,-,10/6/2024,Boston Bolts U15 MLS Next,31:11
NEFC,Volley,Shot,0,14,19,28,-,-,10/6/2024,Boston Bolts U15 MLS Next,34:14
Boston Bolts U15 MLS Next,1 on 1,Shot,0,14,92,71,-,-,10/6/2024,Boston Bolts U15 MLS Next,34:47
NEFC,Normal,SOT,0,14,10,30,-,-,10/6/2024,Boston Bolts U15 MLS Next,35:33
NEFC,Normal,SOT,0,14,28,26,-,-,10/6/2024,Boston Bolts U15 MLS Next,39:57
Boston Bolts U15 MLS Next,Normal,Blocked,0,14,18,33,-,-,10/6/2024,Boston Bolts U15 MLS Next,46:56
Boston Bolts U15 MLS Next,First Time,Shot,0,14,7,44,-,-,10/6/2024,Boston Bolts U15 MLS Next,47:50
NEFC,FK,Shot,0,14,75,36,-,-,10/6/2024,Boston Bolts U15 MLS Next,49:05
NEFC,Normal,Blocked,0,14,76,39,-,-,10/6/2024,Boston Bolts U15 MLS Next,49:50
NEFC,1 on 1,Goal,0,14,79,60,-,-,10/6/2024,Boston Bolts U15 MLS Next,53:43
NEFC,First Time,Shot,0,14,68,66,-,-,10/6/2024,Boston Bolts U15 MLS Next,55:01
Boston Bolts U15 MLS Next,First Time,Shot,0,14,20,70,-,-,10/6/2024,Boston Bolts U15 MLS Next,57:03
NEFC,Normal,Blocked,0,14,87,71,-,-,10/6/2024,Boston Bolts U15 MLS Next,57:43
Boston Bolts U15 MLS Next,Normal,Shot,0,14,12,42,-,-,10/6/2024,Boston Bolts U15 MLS Next,63:18
NEFC,Normal,Shot,0,14,76,71,-,-,10/6/2024,Boston Bolts U15 MLS Next,64:00
NEFC,First Time,Shot,0,14,76,44,-,-,10/6/2024,Boston Bolts U15 MLS Next,65:45
NEFC,Normal,Shot,0,14,83,46,-,-,10/6/2024,Boston Bolts U15 MLS Next,75:21
NEFC,Normal,Blocked,0,14,73,64,-,-,10/6/2024,Boston Bolts U15 MLS Next,79:41
Boston Bolts U15 MLS Next,Header,Shot,0,14,12,44,-,-,10/6/2024,Boston Bolts U15 MLS Next,80:19
Boston Bolts U15 MLS Next,Normal,Shot,0,14,19,58,-,-,10/6/2024,Boston Bolts U15 MLS Next,80:32
