,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,Amir Yahalom,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,CM,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,1,2,1,0,50,0,0,66.67,,,1,0,0,0,0,0,0,0,0,0,,2,1,0,1,3,2,3,0,0,5,4,55.56,66.67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IFA U19,
,,0,Andreas Garcia,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,LW,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,3,0,1,1,1,4,1,80,60,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IFA U19,
,,0,Andrew Plourde,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,LWB,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,100,,,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,1,0,3,1,75,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IFA U19,
,,0,Ben Hanas,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,GK,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,3,1,3,0,4,0,0,6,1,85.71,100,85.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,,0,IFA U19,
,,0,Dylan Furlonge,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,RWB,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,100,0,0,66.67,,,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,3,2,0,0,1,6,2,75,62.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IFA U19,
,,0,Henry Wasserman,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,CB,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,1,2,2,0,0,50,0,0,66.67,,,0,0,0,0,0,0,0,0,0,0,,7,0,1,0,4,0,2,0,0,12,0,100,41.67,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IFA U19,
,,0,Jinsei Murakawa,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,LCB,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,1,0,1,66.67,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,5,4,8,1,0,8,4,66.67,83.33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IFA U19,
,,0,Joseph Perotta,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,CM,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,1,0,0,83.33,0,0,50,0,,1,0,1,0,0,1,0,0,0,1,100,5,0,1,1,4,1,3,1,0,10,2,83.33,58.33,71.43,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IFA U19,
,,0,Nayan Das,,30,Boston Bolts U19,Boston Bolts U19 vs. IFA U19 2023-09-23,RCB,9/23/2023 12:00:00 AM,Round 0923,9/23/2023 12:00:00 AM,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1,1,1,2,0,1,0,100,0,1,60,100,100,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,2,2,1,0,0,4,2,66.67,66.67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,IFA U19,
