,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,Starts,
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,Brendan Furlonge,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,RB,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,66.67,0,0,,,,2,0,1,0,0,1,0,0,1,1,100,7,0,1,0,14,4,1,1,3,22,4,84.62,73.08,78.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Albion,1,
,,0,Connor Seymour,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,CM,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,80,0,0,,,,0,0,0,0,0,0,0,0,0,1,,7,1,0,0,8,1,0,0,0,15,2,88.24,52.94,88.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Albion,1,
,,0,Devin Smith,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,LB,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,88.89,0,0,,,,1,0,0,0,0,0,0,0,0,0,,20,0,0,0,14,3,0,2,4,34,3,91.89,45.95,82.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Albion,1,
,,0,Jake Ciavarro,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,RCB,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8,1,1,3,69.23,0,0,,,0,1,0,0,0,0,0,0,0,0,0,,9,0,0,1,18,2,1,1,2,27,3,90,70,85.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Albion,1,
,,0,Jonah Greenblatt,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,LW,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,87.5,0,0,,,,1,0,0,0,0,0,0,0,0,4,,12,1,0,0,1,0,0,0,3,13,1,92.86,7.14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Albion,1,
,,0,Kaio Morias,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,RW,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,100,0,0,100,,,2,0,1,0,0,0,0,1,0,4,0,16,0,0,0,1,2,0,3,5,17,2,89.47,15.79,33.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Albion,1,
,,0,Killian Walsh,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,ATT,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,,,,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,1,3,0,2,3,2,5,28.57,57.14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Albion,1,
,,0,Liam Collins,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,GK,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,,2,0,3,2,4,0,4,0,0,9,2,81.82,81.82,77.78,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,100,0,Albion,1,
,,0,Sam Cunniffe,,45,Boston Bolts U16,Boston Bolts U16 vs. Albion 2023-12-07,LCB,12/7/2023 12:00:00 AM,Round 1207,12/7/2023 12:00:00 AM,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,7,2,1,0,80,0,0,,,100,1,0,0,0,0,0,0,0,0,0,,12,0,0,1,22,4,2,1,2,34,5,87.18,69.23,81.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Albion,1,
